Reference_ID,Title,DOI,Alt_DOI,Date,Journal,Author,Citation (Nature style),Publication Title,ISBN,ISSN,Url,Date Added,Access Date,Pages,Issue,Volume,Journal Abbreviation
159,The impact of climate change on the expansion of Ixodes persulcatus habitat and the incidence of tick-borne encephalitis in the north of European Russia,10.3402/gha.v4i0.8448,,2011,Global Health Action,"Tokarevich, Nikolay K.; Tronin, Andrey A.; Blinova, Olga V.; Buzinov, Roman V.; Boltenkov, Vitaliy P.; Yurasova, Elena D.; Nurse, Jo","Tokarevich, N. K. et al. The impact of climate change on the expansion of Ixodes persulcatus habitat and the incidence of tick-borne encephalitis in the north of European Russia. Global Health Action 4, 8448 (2011).",Global Health Action,,"1654-9716, 1654-9880",https://www.tandfonline.com/doi/full/10.3402/gha.v4i0.8448,6/10/24 14:30,6/10/24 14:30,8448,1,4,Global Health Action
160,The impact of climate on Japanese encephalitis,10.1017/S0950268807009454,,2007,Epidemiology and Infection,"Hsu, S. M.; Yen, A. M. F.; Chen, T. H. H.","Hsu, S. M., Yen, A. M. F. & Chen, T. H. H. The impact of climate on Japanese encephalitis. Epidemiol. Infect. 136, 980–987 (2008).",Epidemiology and Infection,,"0950-2688, 1469-4409",https://www.cambridge.org/core/product/identifier/S0950268807009454/type/journal_article,6/10/24 14:30,6/10/24 14:30,980-987,7,136,Epidemiol. Infect.
161,The impact of climate variability and change on cryptosporidiosis and giardiasis rates in New Zealand,10.2166/wh.2010.049,,2010,Journal of Water and Health,"Britton, Emma; Hales, Simon; Venugopal, Kamalesh; Baker, Michael G","Britton, E., Hales, S., Venugopal, K. & Baker, M. G. The impact of climate variability and change on cryptosporidiosis and giardiasis rates in New Zealand. Journal of Water and Health 8, 561–571 (2010).",Journal of Water and Health,,"1477-8920, 1996-7829",https://iwaponline.com/jwh/article/8/3/561/18135/The-impact-of-climate-variability-and-change-on,6/10/24 14:30,6/10/24 14:30,561-571,3,8,
163,The impact of natural environment on human alveolar echinococcosis: A township-level modeling study in Qinghai-Tibet Plateau,http://dx.doi.org/10.1016/j.scitotenv.2022.159085,,2023,Science of The Total Environment,"Yin, Jie; Wu, Xiaoxu; Han, Jiatong; Torgerson, Paul Robert","Yin, J., Wu, X., Han, J. & Torgerson, P. R. The impact of natural environment on human alveolar echinococcosis: A township-level modeling study in Qinghai-Tibet Plateau. Science of The Total Environment 856, 159085 (2023).",Science of The Total Environment,,489697,https://linkinghub.elsevier.com/retrieve/pii/S0048969722061848,6/10/24 14:51,6/10/24 14:51,159085,,856,Science of The Total Environment
164,The Incidence of West Nile Disease in Russia in Relation to Climatic and Environmental Factors,10.3390/ijerph110201211,,2014,International Journal of Environmental Research and Public Health,"Platonov, Alexander; Tolpin, Vladimir; Gridneva, Kristina; Titkov, Anton; Platonova, Olga; Kolyasnikova, Nadezhda; Busani, Luca; Rezza, Giovanni","Platonov, A. et al. The Incidence of West Nile Disease in Russia in Relation to Climatic and Environmental Factors. IJERPH 11, 1211–1232 (2014).",International Journal of Environmental Research and Public Health,,1660-4601,https://www.mdpi.com/1660-4601/11/2/1211,6/10/24 14:31,6/10/24 14:31,1211-1232,2,11,IJERPH
166,The influence of climatic factors on the development of hemorrhagic fever with renal syndrome and leptospirosis during the peak season in Korea: an ecologic study,10.1186/s12879-017-2506-6,,2017,BMC Infectious Diseases,"Joshi, Yadav Prasad; Kim, Eun-Hye; Cheong, Hae-Kwan","Joshi, Y. P., Kim, E.-H. & Cheong, H.-K. The influence of climatic factors on the development of hemorrhagic fever with renal syndrome and leptospirosis during the peak season in Korea: an ecologic study. BMC Infect Dis 17, 406 (2017).",BMC Infectious Diseases,,1471-2334,http://bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-017-2506-6,6/10/24 14:31,6/10/24 14:31,406,1,17,BMC Infect Dis
169,"The seasonality of infections in tropical Far North Queensland, Australia: A 21-year retrospective evaluation of the seasonal patterns of six endemic pathogens",https://doi.org/10.1371/journal.pgph.0000506,,2022,PLOS Global Public Health,"Fairhead, Lee J.; Smith, Simon; Sim, Beatrice Z.; Stewart, Alexandra G. A.; Stewart, James D.; Binotto, Enzo; Law, Matthew; Hanson, Josh","Fairhead, L. J. et al. The seasonality of infections in tropical Far North Queensland, Australia: A 21-year retrospective evaluation of the seasonal patterns of six endemic pathogens. PLOS Glob Public Health 2, e0000506 (2022).",PLOS Global Public Health,,2767-3375,https://dx.plos.org/10.1371/journal.pgph.0000506,6/10/24 14:31,6/10/24 14:31,e0000506,5,2,PLOS Glob Public Health
170,The Spatial Heterogeneity between Japanese Encephalitis Incidence Distribution and Environmental Variables in Nepal,10.1371/journal.pone.0022192,,2011,PLOS One,"Impoinvil, Daniel E.; Solomon, Tom; Schluter, W. William; Rayamajhi, Ajit; Bichha, Ram Padarath; Shakya, Geeta; Caminade, Cyril; Baylis, Matthew","Impoinvil, D. E. et al. The Spatial Heterogeneity between Japanese Encephalitis Incidence Distribution and Environmental Variables in Nepal. PLoS ONE 6, e22192 (2011).",PLoS ONE,,1932-6203,https://dx.plos.org/10.1371/journal.pone.0022192,6/10/24 14:31,6/10/24 14:31,e22192,7,6,PLoS ONE
171,"Time series analysis of Japanese encephalitis and weather in Linyi City, China",10.1007/s00038-011-0236-x,,2012,International Journal of Public Health,"Lin, Hualiang; Yang, Liuqing; Liu, Qiyong; Wang, Tong; Hossain, Sarah R.; Ho, Suzanne C.; Tian, Linwei","Lin, H. et al. Time series analysis of Japanese encephalitis and weather in Linyi City, China. Int J Public Health 57, 289–296 (2012).",International Journal of Public Health,,"1661-8556, 1661-8564",http://link.springer.com/10.1007/s00038-011-0236-x,6/10/24 14:31,6/10/24 14:31,289-296,2,57,Int J Public Health
172,Time series models for prediction of leptospirosis in different climate zones in Sri Lanka,https://doi.org/10.1371/journal.pone.0248032,,2021,PLOS One,"Warnasekara, Janith; Agampodi, Suneth; Abeynayake R., Rupika","Warnasekara, J., Agampodi, S. & Abeynayake R., R. Time series models for prediction of leptospirosis in different climate zones in Sri Lanka. PLoS ONE 16, e0248032 (2021).",PLOS ONE,,1932-6203,https://dx.plos.org/10.1371/journal.pone.0248032,6/10/24 14:36,6/10/24 14:36,e0248032,5,16,PLoS ONE
173,Trends and correlates of cystic echinococcosis in Chile: 2001–2012,https://doi.org/10.1371/journal.pntd.0005911,,2017,PLOS neglected tropical diseases,"Colombe, Soledad; Togami, Eri; Gelaw, Fkadu; Antillon, Marina; Fuentes, Rodrigo; Weinberger, Daniel Martin","Colombe, S. et al. Trends and correlates of cystic echinococcosis in Chile: 2001–2012. PLoS Negl Trop Dis 11, e0005911 (2017).",PLOS Neglected Tropical Diseases,,1935-2735,https://dx.plos.org/10.1371/journal.pntd.0005911,6/10/24 14:36,6/10/24 14:36,e0005911,9,11,PLoS Negl Trop Dis
176,A primary investigation of the relation between the incidence of brucellosis and climatic factors in Iran,https://doi.org/10.1016/j.micpath.2019.103858,,2019,Microbial Pathogenesis,"Dadar, Maryam; Shahali, Youcef; Fakhri, Yadolah","Dadar, M., Shahali, Y. & Fakhri, Y. A primary investigation of the relation between the incidence of brucellosis and climatic factors in Iran. Microbial Pathogenesis 139, 103858 (2020).",Microbial Pathogenesis,,8824010,https://linkinghub.elsevier.com/retrieve/pii/S0882401019315153,6/10/24 14:45,6/10/24 14:45,103858,,139,Microbial Pathogenesis
177,Conditions affecting the timing and magnitude of Hendra virus shedding across pteropodid bat populations in Australia,10.1017/S0950268817002138,,2017,Epidemiology and Infection,"Páez, D. J.; Giles, J.; Mccallum, H.; Field, H.; Jordan, D.; Peel, A. J.; Plowright, R. K.","Páez, D. J. et al. Conditions affecting the timing and magnitude of Hendra virus shedding across pteropodid bat populations in Australia. Epidemiol. Infect. 145, 3143–3153 (2017).",Epidemiology and Infection,,"0950-2688, 1469-4409",https://www.cambridge.org/core/product/identifier/S0950268817002138/type/journal_article,6/10/24 14:52,6/10/24 14:52,3143-3153,15,145,Epidemiol. Infect.
178,"Drivers of Echinococcus multilocularis Transmission in China: Small Mammal Diversity, Landscape or Climate?",10.1371/journal.pntd.0002045,,2013,PLOS neglected tropical diseases,"Giraudoux, Patrick; Raoul, Francis; Pleydell, David; Li, Tiaoying; Han, Xiuming; Qiu, Jiamin; Xie, Yan; Wang, Hu; Ito, Akira; Craig, Philip S.","Giraudoux, P. et al. Drivers of Echinococcus multilocularis Transmission in China: Small Mammal Diversity, Landscape or Climate? PLoS Negl Trop Dis 7, e2045 (2013).",PLoS Neglected Tropical Diseases,,1935-2735,https://dx.plos.org/10.1371/journal.pntd.0002045,6/10/24 14:45,6/10/24 14:45,e2045,3,7,PLoS Negl Trop Dis
180,"Effects and interaction of meteorological factors on hemorrhagic fever with renal syndrome incidence in Huludao City, northeastern China, 2007–2018",https://doi.org/10.1371/journal.pntd.0009217,,2021,PLOS neglected tropical diseases,"Sun, Wanwan; Liu, Xiaobo; Li, Wen; Mao, Zhiyuan; Sun, Jimin; Lu, Liang","Sun, W. et al. Effects and interaction of meteorological factors on hemorrhagic fever with renal syndrome incidence in Huludao City, northeastern China, 2007–2018. PLoS Negl Trop Dis 15, e0009217 (2021).",PLOS Neglected Tropical Diseases,,1935-2735,https://dx.plos.org/10.1371/journal.pntd.0009217,6/10/24 14:45,6/10/24 14:45,e0009217,3,15,PLoS Negl Trop Dis
181,"Estimated Effects of Climate Variables on Transmission of Malaria, Dengue and Leptospirosis within Georgetown, Guyana",10.7727/wimj.2017.118,,2017,West Indian Medical Journal,"Boston, C; Kurup, R","Boston, C. & Kurup, R. Estimated Effects of Climate Variables on Transmission of Malaria, Dengue and Leptospirosis within Georgetown, Guyana. West Indian Med J (2017) doi:10.7727/wimj.2017.118.",West Indian Medical Journal,,433144,https://www.mona.uwi.edu/fms/wimj/article/3468,6/10/24 14:36,6/10/24 14:36,,,,West Indian Med J
182,Exploring the Dynamics of Hemorrhagic Fever with Renal Syndrome Incidence in East China Through Seasonal Autoregressive Integrated Moving Average Models,http://doi.org/10.2147/IDR.S250038,,2020,DovePress,"Shi, Fuyan; Yu, Changlan; Yang, Liping; Li, Fangyou; Lun, Jiangtao; Gao, Wenfeng; Xu, Yongyong; Xiao, Yufei; Shankara, Sravya B; Zheng, Qingfeng; Zhang, Bo; Wang, Suzhen","Shi, F. et al. Exploring the Dynamics of Hemorrhagic Fever with Renal Syndrome Incidence in East China Through Seasonal Autoregressive Integrated Moving Average Models. IDR Volume 13, 2465–2475 (2020).",Infection and Drug Resistance,,1178-6973,https://www.dovepress.com/exploring-the-dynamics-of-hemorrhagic-fever-with-renal-syndrome-incide-peer-reviewed-article-IDR,6/10/24 14:45,6/10/24 14:45,2465-2475,,Volume 13,IDR
183,Impact of air temperature variation on the ixodid ticks habitat and tick-borne encephalitis incidence in the Russian Arctic: the case of the Komi Republic,https://doi.org/10.1080/22423982.2017.1298882,,2017,International Journal of Circumpolar Health√Ç¬†,"Tokarevich, N.; Tronin, A.; Gnativ, B.; Revich, B.; Blinova, O.; Evengard, B.","Tokarevich, N. et al. Impact of air temperature variation on the ixodid ticks habitat and tick-borne encephalitis incidence in the Russian Arctic: the case of the Komi Republic. International Journal of Circumpolar Health 76, 1298882 (2017).",International Journal of Circumpolar Health,,2242-3982,https://www.tandfonline.com/doi/full/10.1080/22423982.2017.1298882,6/10/24 14:36,6/10/24 14:36,1298882,1,76,International Journal of Circumpolar Health
185,Influence and prediction of meteorological factors on brucellosis in a northwest region of China,https://doi.org/10.1007/s11356-022-22831-1,,2022,Environmental Science and Pollution Research,"Zheng, Hongmiao; Liu, Dongpeng; Zhao, Xin; Zhao, Xiangkai; Liu, Yanchen; Li, Donghua; Shi, Tianshan; Ren, Xiaowei","Zheng, H. et al. Influence and prediction of meteorological factors on brucellosis in a northwest region of China. Environ Sci Pollut Res 30, 9962–9973 (2022).",Environmental Science and Pollution Research,,1614-7499,https://link.springer.com/10.1007/s11356-022-22831-1,6/10/24 14:36,6/10/24 14:36,9962-9973,4,30,Environ Sci Pollut Res
186,Interactions and marginal effects of meteorological factors on haemorrhagic fever with renal syndrome in different climate zones: Evidence from 254 cities of China,https://doi.org/10.1016/j.scitotenv.2020.137564,,2020,Science of The Total Environment,"Cao, Lina; Huo, Xiyuan; Xiang, Jianjun; Lu, Liang; Liu, Xiaobo; Song, Xiuping; Jia, Chongqi; Liu, Qiyong","Cao, L. et al. Interactions and marginal effects of meteorological factors on haemorrhagic fever with renal syndrome in different climate zones: Evidence from 254 cities of China. Science of The Total Environment 721, 137564 (2020).",Science of The Total Environment,,489697,https://linkinghub.elsevier.com/retrieve/pii/S0048969720310755,6/10/24 14:45,6/10/24 14:45,137564,,721,Science of The Total Environment
187,Landscape structure influences continental distribution of hantavirus in deer mice,https://doi.org/10.1023/A:1011148316537,,2001,Landscape Ecology,"Langlois, Jean P.; Fahrig, Lenore; Merriam, Gray; Artsob, Harvey","Langlois, J. P., Fahrig, L., Merriam, G. & Artsob, H. Landscape structure influences continental distribution of hantavirus in deer mice. Landscape Ecology 16, 255–266 (2001).",Landscape Ecology,,1572-9761,https://doi.org/10.1023/A:1011148316537,6/10/24 14:46,6/10/24 14:46,255-266,3,16,Landscape Ecology
188,"Landscape, Environmental and Social Predictors of Hantavirus Risk in São Paulo, Brazil",10.1371/journal.pone.0163459,,2016,PLOS One,"Prist, Paula Ribeiro; Uriarte, Maria; Tambosi, Leandro Reverberi; Prado, Amanda; Pardini, Renata; D´Andrea, Paulo Sérgio; Metzger, Jean Paul","Prist, P. R. et al. Landscape, Environmental and Social Predictors of Hantavirus Risk in São Paulo, Brazil. PLoS ONE 11, e0163459 (2016).",PLOS ONE,,1932-6203,https://dx.plos.org/10.1371/journal.pone.0163459,6/10/24 14:37,6/10/24 14:37,e0163459,10,11,PLoS ONE
189,Meteorological factors affect the epidemiology of hemorrhagic fever with renal syndrome via altering the breeding and hantavirus-carrying states of rodents and mites: a 9 years’ longitudinal study,10.1038/emi.2017.92,,2019,Emerging Microbes & Infections ,"Jiang, Fachun; Wang, Ling; Wang, Shuo; Zhu, Lin; Dong, Liyan; Zhang, Zhentang; Hao, Bi; Yang, Fan; Liu, Wenbin; Deng, Yang; Zhang, Yun; Ma, Yajun; Pan, Bei; Han, Yalin; Ren, Hongyan; Cao, Guangwen","Jiang, F. et al. Meteorological factors affect the epidemiology of hemorrhagic fever with renal syndrome via altering the breeding and hantavirus-carrying states of rodents and mites: a 9 years’ longitudinal study. Emerging Microbes & Infections 6, 1–9 (2017).",Emerging Microbes & Infections,,2222-1751,https://www.tandfonline.com/doi/full/10.1038/emi.2017.92,6/10/24 14:46,6/10/24 14:46,1-Sep,1,6,Emerging Microbes & Infections
190,Nonlinear and Threshold Effect of Meteorological Factors on Japanese Encephalitis Transmission in Southwestern China,10.4269/ajtmh.20-0040,,2020,American Journal of Tropical Medicine and Hygiene,"Liu, Zhidong; Zhang, Yiwen; Tong, Michael Xiaoliang; Zhang, Ying; Xiang, Jianjun; Gao, Qi; Wang, Shuzi; Sun, Shuyue; Jiang, Baofa; Bi, Peng","Liu, Z. et al. Nonlinear and Threshold Effect of Meteorological Factors on Japanese Encephalitis Transmission in Southwestern China. The American Journal of Tropical Medicine and Hygiene 103, 2442–2449 (2020).",The American Journal of Tropical Medicine and Hygiene,,"0002-9637, 1476-1645",https://ajtmh.org/doi/10.4269/ajtmh.20-0040,6/10/24 14:46,6/10/24 14:46,2442-2449,6,103,
191,"Non-linear effect of different humidity types on scrub typhus occurrence in endemic provinces, Thailand",https://doi.org/10.1016/j.heliyon.2021.e06095,,2021,Heliyon,"Bhopdhornangkul, Bhophkrit; Meeyai, Aronrag Cooper; Wongwit, Waranya; Limpanont, Yanin; Iamsirithaworn, Sopon; Laosiritaworn, Yongjua; Tantrakarnapa, Kraichat","Bhopdhornangkul, B. et al. Non-linear effect of different humidity types on scrub typhus occurrence in endemic provinces, Thailand. Heliyon 7, e06095 (2021).",Heliyon,,24058440,https://linkinghub.elsevier.com/retrieve/pii/S2405844021002000,6/10/24 14:37,6/10/24 14:37,e06095,2,7,Heliyon
192,"Predictability of anthrax infection in the Serengeti, Tanzania", 10.1111/j.1365-2664.2011.02030.x,,2011,Journal of Applied Ecology,"Hampson, Katie; Lembo, Tiziana; Bessell, Paul; Auty, Harriet; Packer, Craig; Halliday, Jo; Beesley, Cari A.; Fyumagwa, Robert; Hoare, Richard; Ernest, Eblate; Mentzel, Christine; Metzger, Kristine L.; Mlengeya, Titus; Stamey, Karen; Roberts, Keith; Wilkins, Patricia P.; Cleaveland, Sarah","Hampson, K. et al. Predictability of anthrax infection in the Serengeti, Tanzania. Journal of Applied Ecology 48, 1333–1344 (2011).",Journal of Applied Ecology,,"0021-8901, 1365-2664",https://besjournals.onlinelibrary.wiley.com/doi/10.1111/j.1365-2664.2011.02030.x,6/10/24 14:51,6/10/24 14:51,1333-1344,6,48,Journal of Applied Ecology
197,"The impact of climate on Leptospirosis in São Paulo, Brazil",10.1007/s00484-011-0419-4,,2011,International Journal of Biometeorology,"Coelho, Micheline S. Z. S.; Massad, Eduardo","Coelho, M. S. Z. S. & Massad, E. The impact of climate on Leptospirosis in São Paulo, Brazil. Int J Biometeorol 56, 233–241 (2012).",International Journal of Biometeorology,,"0020-7128, 1432-1254",http://link.springer.com/10.1007/s00484-011-0419-4,6/10/24 14:52,6/10/24 14:52,233-241,2,56,Int J Biometeorol
198,The impact of environmental factors on human echinococcosis epidemics: spatial modelling and risk prediction,https://doi.org/10.1186/s13071-022-05169-y,,2022,BMC Parasites & Vectors,"Yin, Jie; Wu, Xiaoxu; Li, Chenlu; Han, Jiatong; Xiang, Hongxu","Yin, J., Wu, X., Li, C., Han, J. & Xiang, H. The impact of environmental factors on human echinococcosis epidemics: spatial modelling and risk prediction. Parasites Vectors 15, 47 (2022).",Parasites & Vectors,,1756-3305,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-022-05169-y,6/10/24 14:52,6/10/24 14:52,47,1,15,Parasites Vectors
199,The Impacts of Climatic Factors and Vegetation on Hemorrhagic Fever with Renal Syndrome Transmission in China: A Study of 109 Counties,10.3390/ijerph16183434,,2019,BMC Parasites & Vectors,"He, Junyu; Wang, Yong; Mu, Di; Xu, Zhiwei; Qian, Quan; Chen, Gongbo; Wen, Liang; Yin, Wenwu; Li, Shanshan; Zhang, Wenyi; Guo, Yuming","He, J. et al. The Impacts of Climatic Factors and Vegetation on Hemorrhagic Fever with Renal Syndrome Transmission in China: A Study of 109 Counties. IJERPH 16, 3434 (2019).",International Journal of Environmental Research and Public Health,,1660-4601,https://www.mdpi.com/1660-4601/16/18/3434,6/10/24 14:46,6/10/24 14:46,3434,18,16,IJERPH
201,A Non-Stationary Relationship between Global Climate Phenomena and Human Plague Incidence in Madagascar,10.1371/journal.pntd.0003155,,2014,PLOS neglected tropical diseases,"Kreppel, Katharina S.; Caminade, Cyril; Telfer, Sandra; Rajerison, Minoarison; Rahalison, Lila; Morse, Andy; Baylis, Matthew","Kreppel, K. S. et al. A Non-Stationary Relationship between Global Climate Phenomena and Human Plague Incidence in Madagascar. PLoS Negl Trop Dis 8, e3155 (2014).",PLoS Neglected Tropical Diseases,,1935-2735,https://dx.plos.org/10.1371/journal.pntd.0003155,6/10/24 14:51,6/10/24 14:51,e3155,10,8,PLoS Negl Trop Dis
203,"Analysis of Incidence and Related Factors of Hemorrhagic Fever with Renal Syndrome in Hebei Province, China",10.1371/journal.pone.0101348,,2014,PLOS One,"Li, Qi; Zhao, WenNa; Wei, YaMei; Han, Xu; Han, ZhanYing; Zhang, YanBo; Qi, ShunXiang; Xu, YongGang","Li, Q. et al. Analysis of Incidence and Related Factors of Hemorrhagic Fever with Renal Syndrome in Hebei Province, China. PLoS ONE 9, e101348 (2014).",PLoS ONE,,1932-6203,https://dx.plos.org/10.1371/journal.pone.0101348,6/10/24 14:37,6/10/24 14:37,e101348,7,9,PLoS ONE
204,"Analysis of the effect of meteorological factors on hemorrhagic fever with renal syndrome in Taizhou City, China, 2008–2020",https://doi.org/10.1186/s12889-022-13423-2,,2022,BMC Public Health,"Zhang, Rong; Zhang, Ning; Sun, Wanwan; Lin, Haijiang; Liu, Ying; Zhang, Tao; Tao, Mingyong; Sun, Jimin; Ling, Feng; Wang, Zhen","Zhang, R. et al. Analysis of the effect of meteorological factors on hemorrhagic fever with renal syndrome in Taizhou City, China, 2008–2020. BMC Public Health 22, 1097 (2022).",BMC Public Health,,1471-2458,https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-022-13423-2,6/10/24 14:47,6/10/24 14:47,1097,1,22,BMC Public Health
205,"Annual Seroprevalence of Yersinia pestis in Coyotes as Predictors of Interannual Variation in Reports of Human Plague Cases in Arizona, United States",10.1089/vbz.2010.0196,,2011,Mary Ann Liebert: vector-borne and zoonotic diseases,"Brown, Heidi E.; Levy, Craig E.; Enscore, Russell E.; Schriefer, Martin E.; DeLiberto, Thomas J.; Gage, Kenneth L.; Eisen, Rebecca J.","Brown, H. E. et al. Annual Seroprevalence of Yersinia pestis in Coyotes as Predictors of Interannual Variation in Reports of Human Plague Cases in Arizona, United States. Vector-Borne and Zoonotic Diseases 11, 1439–1446 (2011).",Vector-Borne and Zoonotic Diseases,,"1530-3667, 1557-7759",https://www.liebertpub.com/doi/10.1089/vbz.2010.0196,6/10/24 14:37,6/10/24 14:37,1439-1446,11,11,Vector-Borne and Zoonotic Diseases
206,Association between meteorological factors and the prevalence dynamics of Japanese encephalitis,https://doi.org/10.1371/journal.pone.0247980,,2021,PLOS One,"Tu, Taotian; Xu, Keqiang; Xu, Lei; Gao, Yuan; Zhou, Ying; He, Yaming; Liu, Yang; Liu, Qiyong; Ji, Hengqing; Tang, Wenge","Tu, T. et al. Association between meteorological factors and the prevalence dynamics of Japanese encephalitis. PLoS ONE 16, e0247980 (2021).",PLOS ONE,,1932-6203,https://dx.plos.org/10.1371/journal.pone.0247980,6/10/24 14:47,6/10/24 14:47,e0247980,3,16,PLoS ONE
208,Associations between extreme precipitation and acute gastro-intestinal illness due to cryptosporidiosis and giardiasis in an urban Canadian drinking water system (1997–2009),10.2166/wh.2017.100,,2017,Journal of Water and Health,"Chhetri, Bimal K.; Takaro, Tim K.; Balshaw, Robert; Otterstatter, Michael; Mak, Sunny; Lem, Marcus; Zubel, Marc; Lysyshyn, Mark; Clarkson, Len; Edwards, Joanne; Fleury, Manon D.; Henderson, Sarah B.; Galanis, Eleni","Chhetri, B. K. et al. Associations between extreme precipitation and acute gastro-intestinal illness due to cryptosporidiosis and giardiasis in an urban Canadian drinking water system (1997–2009). Journal of Water and Health 15, 898–907 (2017).",Journal of Water and Health,,"1477-8920, 1996-7829",https://iwaponline.com/jwh/article/15/6/898/37956/Associations-between-extreme-precipitation-and,6/10/24 14:47,6/10/24 14:47,898-907,6,15,
209,"Climate variability, animal reservoir and transmission of scrub typhus in Southern China",https://doi.org/10.1371/journal.pntd.0005447,,2017,PLOS neglected tropical diseases,"Wei, Yuehong; Huang, Yong; Li, Xiaoning; Ma, Yu; Tao, Xia; Wu, Xinwei; Yang, Zhicong","Wei, Y. et al. Climate variability, animal reservoir and transmission of scrub typhus in Southern China. PLoS Negl Trop Dis 11, e0005447 (2017).",PLOS Neglected Tropical Diseases,,1935-2735,https://dx.plos.org/10.1371/journal.pntd.0005447,6/10/24 14:47,6/10/24 14:47,e0005447,3,11,PLoS Negl Trop Dis
210,Climatic Predictors of the Intra- and Inter-Annual Distributions of Plague Cases in New Mexico Based on 29 Years of Animal-Based Surveillance Data,10.4269/ajtmh.2010.09-0247,,2010,American Journal of Tropical Medicine and Hygiene,"Hatton, Elizabeth S.; Holmes, Jennifer L.; Brown, Heidi E.; Glass, Gregory E.; Ettestad, Paul; Reynolds, Pamela J.; Gage, Kenneth L.; Eisen, Rebecca J.; Brown, Ted L.","Hatton, E. S. et al. Climatic Predictors of the Intra- and Inter-Annual Distributions of Plague Cases in New Mexico Based on 29 Years of Animal-Based Surveillance Data. The American Journal of Tropical Medicine and Hygiene 82, 95–102 (2010).",The American Journal of Tropical Medicine and Hygiene,,"0002-9637, 1476-1645",https://ajtmh.org/doi/10.4269/ajtmh.2010.09-0247,6/10/24 14:38,6/10/24 14:38,95-102,1,82,
211,Geographical drivers and climate-linked dynamics of Lassa fever in Nigeria,https://doi.org/10.1038/s41467-021-25910-y,,2021,Nature communications,"Redding, David W.; Gibb, Rory; Dan-Nwafor, Chioma C.; Ilori, Elsie A.; Yashe, Rimamdeyati Usman; Oladele, Saliu H.; Amedu, Michael O.; Iniobong, Akanimo; Attfield, Lauren A.; Donnelly, Christl A.; Abubakar, Ibrahim; Jones, Kate E.; Ihekweazu, Chikwe","Redding, D. W. et al. Geographical drivers and climate-linked dynamics of Lassa fever in Nigeria. Nat Commun 12, 5759 (2021).",Nature Communications,,2041-1723,https://www.nature.com/articles/s41467-021-25910-y,6/10/24 14:38,6/10/24 14:38,5759,1,12,Nat Commun
212,Host biology and environmental variables differentially predict flea abundances for two rodent hosts in a plague-relevant system,https://doi.org/10.1016/j.ijppaw.2019.04.011,,2019,International Journal for Parasitology: Parasites and Wildlife,"Hammond, Talisin T.; Hendrickson, Courtney I.; Maxwell, Tania L.; Petrosky, Anna L.; Palme, Rupert; Pigage, Jon C.; Pigage, Helen K.","Hammond, T. T. et al. Host biology and environmental variables differentially predict flea abundances for two rodent hosts in a plague-relevant system. International Journal for Parasitology: Parasites and Wildlife 9, 174–183 (2019).",International Journal for Parasitology: Parasites and Wildlife,,22132244,https://linkinghub.elsevier.com/retrieve/pii/S2213224419300306,6/10/24 14:38,6/10/24 14:38,174-183,,9,International Journal for Parasitology: Parasites and Wildlife
213,Incidence of plague associated with increased winter-spring precipitation in New Mexico.,10.4269/ajtmh.1999.61.814,,1999,American Journal of Tropical Medicine and Hygiene,"Parmenter, C A; Parmenter, R R; Ettestad, P; Gage, K L; Yadav, E P","Parmenter, C. A., Parmenter, R. R., Ettestad, P., Gage, K. L. & Yadav, E. P. Incidence of plague associated with increased winter-spring precipitation in New Mexico. The American Journal of Tropical Medicine and Hygiene 61, 814–821 (1999).",The American Journal of Tropical Medicine and Hygiene,,"0002-9637, 1476-1645",https://ajtmh.org/doi/10.4269/ajtmh.1999.61.814,6/10/24 14:52,6/10/24 14:52,814-821,5,61,
214,Linking climate and infectious disease trends in the Northern/Arctic Region,https://doi.org/10.1038/s41598-021-00167-z,,2021,Scientific Reports,"Ma, Yan; Destouni, Georgia; Kalantari, Zahra; Omazic, Anna; Evengård, Birgitta; Berggren, Camilla; Thierfelder, Tomas","Ma, Y. et al. Linking climate and infectious disease trends in the Northern/Arctic Region. Sci Rep 11, 20678 (2021).",Scientific Reports,,2045-2322,https://www.nature.com/articles/s41598-021-00167-z,6/10/24 14:39,6/10/24 14:39,20678,1,11,Sci Rep
215,"New trends in human and animal leptospirosis in Croatia, 2009–2014",http://dx.doi.org/10.1016/j.actatropica.2017.01.002,,2017,Acta Tropica,"Habus, Josipa; Persic, Zdenka; Spicic, Silvio; Vince, Silvijo; Stritof, Zrinka; Milas, Zoran; Cvetnic, Zeljko; Perharic, Matko; Turk, Nenad","Habus, J. et al. New trends in human and animal leptospirosis in Croatia, 2009–2014. Acta Tropica 168, 1–8 (2017).",Acta Tropica,,0001706X,https://linkinghub.elsevier.com/retrieve/pii/S0001706X16309470,6/10/24 14:39,6/10/24 14:39,1-Aug,,168,Acta Tropica
