"row_unique","Reference_ID","Data_ID","Environmental_condition","General_response","Response","Specific_response","Environmental_metric","General_Disease","Disease","Pathogen","Transmission","Transmission_type","Pathogen_genus","vector","Principal_reservoir","Specific_scale","General_Stats_Method","Statistical_method","N.value","temp_altered","Type","Linear_Nonlinear","R.squared","Value","Lower","Upper","Error","Std._error","P.value_general","P.value_specific","Direction","Direction_statement","DOI","Continent","Country","Location","Latitude_","Longitude","Study_period","Date_published","Dummy","lag_period_months","Notes","Journal","Journal_5yr_Impact","measure","n_method","es","se","weight","sample.size","var","ci.lo","ci.hi","X","Y","bio1.1981.2010","bio12.1981.2010","bio1.2041.2070.gfdl.ssp126","bio12.2041.2070.gfdl.ssp126","bio1.2041.2070.gfdl.ssp370","bio12.2041.2070.gfdl.ssp370","bio1.2041.2070.gfdl.ssp585","bio12.2041.2070.gfdl.ssp585","bio1.2041.2070.ipsl.ssp126","bio12.2041.2070.ipsl.ssp126","bio1.2041.2070.ipsl.ssp370","bio12.2041.2070.ipsl.ssp370","bio1.2041.2070.ipsl.ssp585","bio12.2041.2070.ipsl.ssp585","bio1.2041.2070.mpi.ssp126","bio12.2041.2070.mpi.ssp126","bio1.2041.2070.mpi.ssp370","bio12.2041.2070.mpi.ssp370","bio1.2041.2070.mpi.ssp585","bio12.2041.2070.mpi.ssp585","bio1.2041.2070.mri.ssp126","bio12.2041.2070.mri.ssp126","bio1.2041.2070.mri.ssp370","bio12.2041.2070.mri.ssp370","bio1.2041.2070.mri.ssp585","bio12.2041.2070.mri.ssp585","bio1.2041.2070.ukesm1.ssp126","bio12.2041.2070.ukesm1.ssp126","bio1.2041.2070.ukesm1.ssp370","bio12.2041.2070.ukesm1.ssp370","bio1.2041.2070.ukesm1.ssp585","bio12.2041.2070.ukesm1.ssp585","bio1.diff.gfdl.ssp126","bio1.diff.gfdl.ssp370","bio1.diff.gfdl.ssp585","bio1.diff.ipsl.ssp126","bio1.diff.ipsl.ssp370","bio1.diff.ipsl.ssp585","bio1.diff.mpi.ssp126","bio1.diff.mpi.ssp370","bio1.diff.mpi.ssp585","bio1.diff.mri.ssp126","bio1.diff.mri.ssp370","bio1.diff.mri.ssp585","bio1.diff.ukesm1.ssp126","bio1.diff.ukesm1.ssp370","bio1.diff.ukesm1.ssp585","bio12.diff.gfdl.ssp126","bio12.diff.gfdl.ssp370","bio12.diff.gfdl.ssp585","bio12.diff.ipsl.ssp126","bio12.diff.ipsl.ssp370","bio12.diff.ipsl.ssp585","bio12.diff.mpi.ssp126","bio12.diff.mpi.ssp370","bio12.diff.mpi.ssp585","bio12.diff.mri.ssp126","bio12.diff.mri.ssp370","bio12.diff.mri.ssp585","bio12.diff.ukesm1.ssp126","bio12.diff.ukesm1.ssp370","bio12.diff.ukesm1.ssp585","bio1.positive.prop","bio1.negative.prop","bio12.positive.prop","bio12.negative.prop","bio1.greater_than_2","bio1.greater_than_15","bio1.greater_than_1","bio1.greater_than_05","bio1.less_than_05","bio1.less_than_1","bio1.less_than_15","bio1.less_than_2","bio12.greater_than_100","bio12.greater_than_50","bio12.greater_than_25","bio12.less_than_minus_100","bio12.less_than_minus_50","bio12.less_than_minus_25","bio12.between_minus_50_and_50","bio12.between_minus_100_and_100","bio12.between_minus_25_and_25","bio1_most_frequent_2","bio1_most_frequent_15","bio1_most_frequent_1","bio1_most_frequent_05","bio12_most_frequent_100cat","bio12_most_frequent_50cat","bio12_most_frequent_25cat","es_cat"
"R530","237","X836","Temperature","Human disease incidence","Cases","Cases","Monthly mean","Leptospirosis","Leptospirosis","Bacteria","Z","Non-vectored","Leptospira",NA,"Rodents","1","GL(M)M","Negative binomial regression",108,"y","Incidence rate ratio","Linear",NA,1.23,1.13,1.34,"95% Confidence",NA,"<0.05",NA,"increase","Abstract","http://dx.doi.org/10.1016/j.actatropica.2016.01.031","Asia","Malaysia",NA,NA,NA,"2004-2012",2016,1,NA,"N-value is number of months of study","Acta Tropica",3.074,"g",106,0.113323440199041,0.0154709639021421,4177.96939583745,108,0.000239350724061385,0.0830009081447236,0.143645972253359,101.9758,4.2105,27.15,2075.1,28.35,2130.9,28.85,2060.1,29.05,2072.3,28.35,2183.3,29.05,2168.4,29.2500000000001,2174.7,28.15,2085.7,28.65,2091.4,28.45,2305.2,28.2500000000001,2243.8,28.65,1967.5,28.95,1989.1,28.95,2271.4,29.85,2208.1,30.15,2215.7,1.2,1.7,1.9,1.2,1.9,2.1000000000001,1,1.5,1.3,1.1000000000001,1.5,1.8,1.8,2.7,3,55.8000000000002,-15,-2.79999999999973,108.2,93.3000000000002,99.5999999999999,10.5999999999999,16.3000000000002,230.1,168.7,-107.6,-86,196.3,133,140.6,15,0,11,4,3,8,14,15,0,1,7,12,6,9,9,1,2,2,4,8,4,"bio1 < 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","bio12 > 50","bio12 > 25","No effect"
"R50","27","X101","Precipitation","Host infection","Seroprevalence","Prevalence in host","November rain","Hantaviral diseases","Puumala virus","Virus","Z","Non-vectored","Hantavirus",NA,"Rodents","1","GL(M)M","Generalised linear model",6,NA,"Odds ratio","Linear",NA,1.02,1.01,1.03,"95% Confidence",NA,"<0.001",NA,"increase","Abstract","https://doi.org/10.1007/s13280-021-01594-y","Europe","Sweden","Vasterbotten","64.344665000000006",18.314209,"1980-1986, 2003-2013",2022,1,NA,"N-value is the number of years of study","Ambio: A Journal of Environment and Society",5.014,"g",1,0.00873420850692176,0.0022063092907292,NA,6,4.86780068635797e-06,0.00440984229709253,0.013058574716751,18.314209,64.344665,1.65000000000003,858.8,3.25000000000006,861.2,4.45000000000005,900.2,4.45000000000005,901.8,4.25000000000006,936,5.05000000000001,923.5,5.75000000000006,950.5,3.75000000000006,895.6,4.65000000000003,907.3,4.25000000000006,898.6,3.65000000000003,885.8,4.25000000000006,916,4.55000000000001,921.5,5.55000000000001,918.1,6.85000000000002,924.4,7.95000000000005,945.8,1.60000000000003,2.80000000000002,2.80000000000002,2.60000000000003,3.39999999999998,4.10000000000003,2.10000000000003,3,2.60000000000003,2,2.60000000000003,2.89999999999998,3.89999999999998,5.19999999999999,6.30000000000002,2.40000000000009,41.4000000000001,43,77.2,64.7,91.7,36.8000000000001,48.5,39.8000000000001,27,57.2,62.7,59.3000000000001,65.6,87,15,0,15,0,13,15,15,15,0,0,0,2,0,8,14,0,0,0,7,15,1,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","bio12 > 50","bio12 > 25","No effect"
"R23","14","X46","Temperature","Human disease incidence","Cases","Monthly cases","Monthly mean","Hantaviral diseases","Haemorrhagic fever with renal syndrome","Virus","Z","Non-vectored","Hantavirus",NA,"Rodents","1","Correlation","Cross-correlation analysis",96,NA,"Correlation coefficient","Linear",NA,-0.36,NA,NA,NA,NA,"<0.05",NA,"decrease","Abstract","10.4269/ajtmh.12-0473","Asia","China","Heilongjiang","45.811573000000003",126.546707,"2001-2009",2013,1,NA,"N-value is the number of months in the study, cases and weather across province are aggregated monthly","American Journal of Tropical Medicine and Hygiene",2.106,NA,4,-0.765569684076159,0.220516328149169,NA,96,0.0486274509803921,-1.19778168724853,-0.333357680903787,126.546707,45.811573,4.65000000000003,535.1,6.75000000000006,580.6,7.15000000000003,530.6,7.45000000000005,540.7,7.65000000000003,548.8,8.55000000000001,552.1,9.25000000000006,565.7,6.05000000000001,586.3,6.75000000000006,553.2,7.05000000000001,567.7,6.75000000000006,651.1,7.35000000000002,605.4,7.95000000000005,664.1,7.45000000000005,624.6,8.65000000000003,630.1,9.75000000000006,642.3,2.10000000000003,2.5,2.80000000000002,3,3.89999999999998,4.60000000000003,1.39999999999998,2.10000000000003,2.39999999999998,2.10000000000003,2.69999999999999,3.30000000000002,2.80000000000002,4,5.10000000000003,45.5,-4.5,5.60000000000002,13.6999999999999,17,30.6,51.1999999999999,18.1,32.6,116,70.3,129,89.5,95,107.2,15,0,14,1,14,14,15,15,0,0,1,1,3,7,10,0,0,0,8,12,5,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","bio12 > 25","Negative effect (g < -0.2)"
"R24","14","X47","Precipitation","Human disease incidence","Cases","Monthly cases","Monthly mean","Hantaviral diseases","Haemorrhagic fever with renal syndrome","Virus","Z","Non-vectored","Hantavirus",NA,"Rodents","1","Correlation","Cross-correlation analysis",96,NA,"Correlation coefficient","Linear",NA,-0.28,NA,NA,NA,NA,"<0.05",NA,"decrease","Abstract","10.4269/ajtmh.12-0473","Asia","China","Heilongjiang","45.811573000000003",126.546707,"2001-2009",2013,1,NA,"N-value is the number of months in the study, cases and weather across province are aggregated monthly","American Journal of Tropical Medicine and Hygiene",2.106,NA,4,-0.578666666666667,0.214303350244288,NA,96,0.0459259259259259,-0.998701233145471,-0.158632100187862,126.546707,45.811573,4.65000000000003,535.1,6.75000000000006,580.6,7.15000000000003,530.6,7.45000000000005,540.7,7.65000000000003,548.8,8.55000000000001,552.1,9.25000000000006,565.7,6.05000000000001,586.3,6.75000000000006,553.2,7.05000000000001,567.7,6.75000000000006,651.1,7.35000000000002,605.4,7.95000000000005,664.1,7.45000000000005,624.6,8.65000000000003,630.1,9.75000000000006,642.3,2.10000000000003,2.5,2.80000000000002,3,3.89999999999998,4.60000000000003,1.39999999999998,2.10000000000003,2.39999999999998,2.10000000000003,2.69999999999999,3.30000000000002,2.80000000000002,4,5.10000000000003,45.5,-4.5,5.60000000000002,13.6999999999999,17,30.6,51.1999999999999,18.1,32.6,116,70.3,129,89.5,95,107.2,15,0,14,1,14,14,15,15,0,0,1,1,3,7,10,0,0,0,8,12,5,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","bio12 > 25","Negative effect (g < -0.2)"
"R25","14","X48","Humidity","Human disease incidence","Cases","Monthly cases","Monthly relative","Hantaviral diseases","Haemorrhagic fever with renal syndrome","Virus","Z","Non-vectored","Hantavirus",NA,"Rodents","1","(S)ARIMA","Seasonal autoregressive integrated moving average models",96,NA,"Unstandardised coefficient","Linear",0.83,-0.01,-0.016,-0.004,"95% Confidence",NA,"<0.01","2E-3","decrease","Abstract","10.4269/ajtmh.12-0473","Asia","China","Heilongjiang","45.811573000000003",126.546707,"2001-2009",2013,1,1,"N-value is the number of months in the study, cases and weather across province are aggregated monthly","American Journal of Tropical Medicine and Hygiene",2.106,"g",16,-0.668470985841966,0.217094931390898,NA,96,0.0471302092356186,-1.09397705136813,-0.242964920315806,126.546707,45.811573,4.65000000000003,535.1,6.75000000000006,580.6,7.15000000000003,530.6,7.45000000000005,540.7,7.65000000000003,548.8,8.55000000000001,552.1,9.25000000000006,565.7,6.05000000000001,586.3,6.75000000000006,553.2,7.05000000000001,567.7,6.75000000000006,651.1,7.35000000000002,605.4,7.95000000000005,664.1,7.45000000000005,624.6,8.65000000000003,630.1,9.75000000000006,642.3,2.10000000000003,2.5,2.80000000000002,3,3.89999999999998,4.60000000000003,1.39999999999998,2.10000000000003,2.39999999999998,2.10000000000003,2.69999999999999,3.30000000000002,2.80000000000002,4,5.10000000000003,45.5,-4.5,5.60000000000002,13.6999999999999,17,30.6,51.1999999999999,18.1,32.6,116,70.3,129,89.5,95,107.2,15,0,14,1,14,14,15,15,0,0,1,1,3,7,10,0,0,0,8,12,5,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","bio12 > 25","Negative effect (g < -0.2)"
"R26","14","X49","Temperature","Human disease incidence","Cases","Monthly cases","Monthly maximum","Hantaviral diseases","Haemorrhagic fever with renal syndrome","Virus","Z","Non-vectored","Hantavirus",NA,"Rodents","1","(S)ARIMA","Seasonal autoregressive integrated moving average models",96,NA,"Unstandardised coefficient","Linear",0.83,0.082,0.027,0.137,"95% Confidence",NA,"<0.01","4.0000000000000001E-3","increase","Abstract","10.4269/ajtmh.12-0474","Asia","China","Heilongjiang","45.811573000000003",126.546707,"2001-2009",2013,1,2,"N-value is the number of months in the study, cases and weather across province are aggregated monthly","American Journal of Tropical Medicine and Hygiene",2.106,"g",16,0.597977681880449,0.214872638146292,NA,96,0.0461702506239475,0.176827311113716,1.01912805264718,126.546707,45.811573,4.65000000000003,535.1,6.75000000000006,580.6,7.15000000000003,530.6,7.45000000000005,540.7,7.65000000000003,548.8,8.55000000000001,552.1,9.25000000000006,565.7,6.05000000000001,586.3,6.75000000000006,553.2,7.05000000000001,567.7,6.75000000000006,651.1,7.35000000000002,605.4,7.95000000000005,664.1,7.45000000000005,624.6,8.65000000000003,630.1,9.75000000000006,642.3,2.10000000000003,2.5,2.80000000000002,3,3.89999999999998,4.60000000000003,1.39999999999998,2.10000000000003,2.39999999999998,2.10000000000003,2.69999999999999,3.30000000000002,2.80000000000002,4,5.10000000000003,45.5,-4.5,5.60000000000002,13.6999999999999,17,30.6,51.1999999999999,18.1,32.6,116,70.3,129,89.5,95,107.2,15,0,14,1,14,14,15,15,0,0,1,1,3,7,10,0,0,0,8,12,5,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","bio12 > 25","Positive effect (g > 0.2)"
"R58","34","X134","Precipitation","Human case locations","Cases","Cases","Monthly total","Plague","Plague","Bacteria","ZVB","Vectored","Yersinia","Flea","Rodents","1","GL(M)M","Multivariable logitstic regression",108,NA,"Odds ratio","Linear",NA,1.04,1.02,1.07,"95% Confidence",NA,"<0.0001",NA,"increase","Abstract","10.4269/ajtmh.2012.11-0569","Africa","Uganda","West nile region","3",31.2,"1999-2008",2012,1,NA,"October (rainiest), N-value is number of months of study","American Journal of Tropical Medicine and Hygiene",2.106,"g",46,0.0214701542160532,0.00668310337480544,NA,108,4.46638707183359e-05,0.00837127160143449,0.0345690368306718,31.2,3,26.55,827.1,27.95,811,28.85,815.5,28.85,783.6,27.85,841.5,28.85,831.8,29.05,829.5,27.65,806.5,28.35,790.5,27.85,836.1,27.95,830.8,28.2500000000001,868.6,28.65,879.3,28.85,838.9,29.35,922.7,29.85,985.7,1.4,2.3,2.3,1.3,2.3,2.5,1.1,1.8,1.3,1.4,1.7000000000001,2.1,2.3,2.8,3.3,-16.1,-11.6,-43.5,14.4,4.69999999999993,2.39999999999998,-20.6,-36.6,9,3.69999999999993,41.5,52.1999999999999,11.8,95.6,158.6,15,0,10,5,8,10,15,15,0,0,5,7,1,3,4,0,0,2,12,14,9,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","-25 < bio12 < 25","No effect"
"R59","34","X135","Precipitation","Human case locations","Cases","Cases","Monthly total","Plague","Plague","Bacteria","ZVB","Vectored","Yersinia","Flea","Rodents","1","GL(M)M","Multivariable logitstic regression",108,NA,"Odds ratio","Linear",NA,2.34,1.55,4.16,"95% Confidence",NA,"<0.0001",NA,"increase","Abstract","10.4269/ajtmh.2012.11-0569","Africa","Uganda","West nile region","3",31.2,"1999-2008",2012,1,NA,"February (driest), N-value is number of months of study","American Journal of Tropical Medicine and Hygiene",2.106,"g",46,0.465388568768525,0.137871085673612,NA,108,0.0190084362648205,0.195161240848245,0.735615896688805,31.2,3,26.55,827.1,27.95,811,28.85,815.5,28.85,783.6,27.85,841.5,28.85,831.8,29.05,829.5,27.65,806.5,28.35,790.5,27.85,836.1,27.95,830.8,28.2500000000001,868.6,28.65,879.3,28.85,838.9,29.35,922.7,29.85,985.7,1.4,2.3,2.3,1.3,2.3,2.5,1.1,1.8,1.3,1.4,1.7000000000001,2.1,2.3,2.8,3.3,-16.1,-11.6,-43.5,14.4,4.69999999999993,2.39999999999998,-20.6,-36.6,9,3.69999999999993,41.5,52.1999999999999,11.8,95.6,158.6,15,0,10,5,8,10,15,15,0,0,5,7,1,3,4,0,0,2,12,14,9,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","-25 < bio12 < 25","Positive effect (g > 0.2)"
"R121","59","X232","Temperature","Host abundance","Abundance","Host number","Annual mean","Hantaviral diseases","Hantaviruses","Virus","Z","Non-vectored","Hantavirus",NA,"Rodents","1","GL(M)M","Univariate logistic regression",108,NA,"Odds ratio","Linear",NA,0.33,0.28,0.37,"95% Confidence",NA,"<0.0001","0","decrease","Results","10.4269/ajtmh.15-0486","Asia","China","Hunan","27.643218999999998",112.95367,"2007-2010",2016,1,NA,"17-18,  N-value is number of sample sites used(27)*number of years, 3084 was number of individuals","American Journal of Tropical Medicine and Hygiene",2.106,"g",46,-0.606902720739074,0.0389223849958239,NA,108,0.00151495205376314,-0.683190595330889,-0.530614846147259,112.95367,27.643219,18.45,1761,20.05,1961,20.2500000000001,1724.4,20.7500000000001,1853.8,20.35,1829.8,20.85,1823.9,21.55,1740.3,19.7500000000001,1887.9,19.7500000000001,1787.2,20.55,1902.8,20.45,1994.8,20.55,1874.1,21.35,1939.9,21.15,1980.4,22.55,2039.4,22.95,2086.8,1.6,1.8000000000001,2.3000000000001,1.9,2.4,3.1,1.3000000000001,1.3000000000001,2.1,2,2.1,2.9,2.7,4.1,4.5,200,-36.5999999999999,92.8,68.8,62.9000000000001,-20.7,126.9,26.2,141.8,233.8,113.1,178.9,219.4,278.4,325.8,15,0,13,2,9,13,15,15,0,0,2,6,9,12,13,0,0,1,3,6,1,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","bio12 > 100","bio12 > 50","bio12 > 25","Negative effect (g < -0.2)"
"R123","59","X235","Precipitation","Host abundance","Abundance","Host number","Annual total","Hantaviral diseases","Hantaviruses","Virus","Z","Non-vectored","Hantavirus",NA,"Rodents","1","GL(M)M","Univariate logistic regression",108,NA,"Odds ratio","Linear",NA,4.54,3.89,5.29,"95% Confidence",NA,"<0.0001","0","increase","Abstract","10.4269/ajtmh.15-0486","Asia","China","Hunan","27.643218999999998",112.95367,"2007-2010",2016,1,NA,"1200-1400mm, N-value is number of sample sites used(27)*number of years, 3084 was number of individuals","American Journal of Tropical Medicine and Hygiene",2.106,"g",46,0.828204631044511,0.0429297435203774,NA,108,0.00184296287872539,0.744062333744571,0.91234692834445,112.95367,27.643219,18.45,1761,20.05,1961,20.2500000000001,1724.4,20.7500000000001,1853.8,20.35,1829.8,20.85,1823.9,21.55,1740.3,19.7500000000001,1887.9,19.7500000000001,1787.2,20.55,1902.8,20.45,1994.8,20.55,1874.1,21.35,1939.9,21.15,1980.4,22.55,2039.4,22.95,2086.8,1.6,1.8000000000001,2.3000000000001,1.9,2.4,3.1,1.3000000000001,1.3000000000001,2.1,2,2.1,2.9,2.7,4.1,4.5,200,-36.5999999999999,92.8,68.8,62.9000000000001,-20.7,126.9,26.2,141.8,233.8,113.1,178.9,219.4,278.4,325.8,15,0,13,2,9,13,15,15,0,0,2,6,9,12,13,0,0,1,3,6,1,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","bio12 > 100","bio12 > 50","bio12 > 25","Positive effect (g > 0.2)"
"R122","59","X234","Precipitation","Host abundance","Abundance","Host number","Annual total","Hantaviral diseases","Hantaviruses","Virus","Z","Non-vectored","Hantavirus",NA,"Rodents","1","GL(M)M","Univariate logistic regression",108,NA,"Odds ratio","Linear",NA,8.99,7.65,10.57,"95% Confidence",NA,"<0.0001","0","increase","Abstract","10.4269/ajtmh.15-0486","Asia","China","Hunan","27.643218999999998",112.95367,"2007-2010",2016,1,NA,"<1200mm, N-value is number of sample sites used (27)*number of years, 3084 was number of individuals","American Journal of Tropical Medicine and Hygiene",2.106,"g",46,1.20219337543719,0.0451508890098749,NA,108,0.00203860277838204,1.11369763297784,1.29068911789655,112.95367,27.643219,18.45,1761,20.05,1961,20.2500000000001,1724.4,20.7500000000001,1853.8,20.35,1829.8,20.85,1823.9,21.55,1740.3,19.7500000000001,1887.9,19.7500000000001,1787.2,20.55,1902.8,20.45,1994.8,20.55,1874.1,21.35,1939.9,21.15,1980.4,22.55,2039.4,22.95,2086.8,1.6,1.8000000000001,2.3000000000001,1.9,2.4,3.1,1.3000000000001,1.3000000000001,2.1,2,2.1,2.9,2.7,4.1,4.5,200,-36.5999999999999,92.8,68.8,62.9000000000001,-20.7,126.9,26.2,141.8,233.8,113.1,178.9,219.4,278.4,325.8,15,0,13,2,9,13,15,15,0,0,2,6,9,12,13,0,0,1,3,6,1,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","bio12 > 100","bio12 > 50","bio12 > 25","Positive effect (g > 0.2)"
"R217","104","X381","Humidity","Human disease incidence","Incidence","Cases","Weekly relative","Leptospirosis","Leptospirosis","Bacteria","Z","Non-vectored","Leptospira",NA,"Rodents","1","GL(M)M","Poisson generalized linear regression",52,NA,"Unstandardised coefficient","Linear",NA,-0.196,-0.2115,-0.1805,"Std. error",0.0155,"<0.0001","0","decrease","Results","10.4269/ajtmh.16-0922","Asia","Malaysia","Kelantan","6.1274629999999997",102.242287,"2014",2018,1,NA,"N-value is number of months of study, no errors extracted because values didn't add up","American Journal of Tropical Medicine and Hygiene",2.106,"g",106,-3.52267325090775,0.57657562092378,NA,52,0.332439446643642,-4.65276146791836,-2.39258503389715,102.242287,6.127463,26.95,2959,27.95,3007,28.45,2957.4,28.55,3025.3,28.05,3034.9,28.65,3057.8,28.85,2968.5,27.7500000000001,2955.3,28.2500000000001,2934.7,28.05,3256.3,27.95,3333.2,28.2500000000001,2969.4,28.55,3133.3,28.55,3292.1,29.35,3141.1,29.55,3229.7,1,1.5,1.6,1.1,1.7,1.9,0.8000000000001,1.3000000000001,1.1,1,1.3000000000001,1.6,1.6,2.4,2.6,48,-1.59999999999991,66.3000000000002,75.9000000000001,98.8000000000002,9.5,-3.69999999999982,-24.3000000000002,297.3,374.2,10.4000000000001,174.3,333.1,182.1,270.7,15,0,12,3,2,7,12,15,0,3,8,13,6,9,10,0,0,0,6,9,5,"bio1 < 2","bio1 < 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","bio12 > 50","bio12 > 25","Negative effect (g < -0.2)"
"R215","104","X379","Temperature","Human disease incidence","Incidence","Cases","Weekly maximum","Leptospirosis","Leptospirosis","Bacteria","Z","Non-vectored","Leptospira",NA,"Rodents","1","GL(M)M","Poisson generalized linear regression",52,NA,"Unstandardised coefficient","Linear",NA,-0.145,-0.173,-0.117,"Std. error",0.0281,"<0.0001","0","decrease","Results","10.4269/ajtmh.16-0922","Asia","Malaysia","Kelantan","6.1274629999999997",102.242287,"2014",2018,1,NA,"N-value is number of months of study, no errors extracted because values didn't add up","American Journal of Tropical Medicine and Hygiene",2.106,"g",106,-1.43750601558123,0.34837024632521,NA,52,0.121361828524687,-2.12031169837864,-0.754700332783818,102.242287,6.127463,26.95,2959,27.95,3007,28.45,2957.4,28.55,3025.3,28.05,3034.9,28.65,3057.8,28.85,2968.5,27.7500000000001,2955.3,28.2500000000001,2934.7,28.05,3256.3,27.95,3333.2,28.2500000000001,2969.4,28.55,3133.3,28.55,3292.1,29.35,3141.1,29.55,3229.7,1,1.5,1.6,1.1,1.7,1.9,0.8000000000001,1.3000000000001,1.1,1,1.3000000000001,1.6,1.6,2.4,2.6,48,-1.59999999999991,66.3000000000002,75.9000000000001,98.8000000000002,9.5,-3.69999999999982,-24.3000000000002,297.3,374.2,10.4000000000001,174.3,333.1,182.1,270.7,15,0,12,3,2,7,12,15,0,3,8,13,6,9,10,0,0,0,6,9,5,"bio1 < 2","bio1 < 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","bio12 > 50","bio12 > 25","Negative effect (g < -0.2)"
"R216","104","X380","Precipitation","Human disease incidence","Incidence","Cases","Weekly total","Leptospirosis","Leptospirosis","Bacteria","Z","Non-vectored","Leptospira",NA,"Rodents","1","GL(M)M","Poisson generalized linear regression",52,NA,"Unstandardised coefficient","Linear",NA,0.008,0.0055,0.0105,"Std. error",0.0025,"<0.01","2E-3","increase","Results","10.4269/ajtmh.16-0922","Asia","Malaysia","Kelantan","6.1274629999999997",102.242287,"2014",2018,1,NA,"N-value is number of months of study, no errors extracted because values didn't add up","American Journal of Tropical Medicine and Hygiene",2.106,"g",106,0.891452006352166,0.30888187863505,NA,52,0.0954080149491175,0.286043524227469,1.49686048847686,102.242287,6.127463,26.95,2959,27.95,3007,28.45,2957.4,28.55,3025.3,28.05,3034.9,28.65,3057.8,28.85,2968.5,27.7500000000001,2955.3,28.2500000000001,2934.7,28.05,3256.3,27.95,3333.2,28.2500000000001,2969.4,28.55,3133.3,28.55,3292.1,29.35,3141.1,29.55,3229.7,1,1.5,1.6,1.1,1.7,1.9,0.8000000000001,1.3000000000001,1.1,1,1.3000000000001,1.6,1.6,2.4,2.6,48,-1.59999999999991,66.3000000000002,75.9000000000001,98.8000000000002,9.5,-3.69999999999982,-24.3000000000002,297.3,374.2,10.4000000000001,174.3,333.1,182.1,270.7,15,0,12,3,2,7,12,15,0,3,8,13,6,9,10,0,0,0,6,9,5,"bio1 < 2","bio1 < 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","bio12 > 50","bio12 > 25","Positive effect (g > 0.2)"
"R222","108","X392","Precipitation","Human disease incidence","Incidence","Odds of above average Incidence","Annual mean total","Arboviral diseases","West Nile Virus","Virus","ZVB","Vectored","Flavivirus","Mosquito","Birds","1","GL(M)M","generalized estimating equation regression",1094,NA,"Odds ratio","Linear",NA,0.6,0.5,0.8,"95% Confidence",NA,"<0.01",NA,"decrease","Abstract","10.4269/ajtmh.14-0737","North America","USA","Northeast",NA,NA,"2004-2012",2015,1,NA,"N-value is number of counties reporting cases divided by number of subregions used in study *number of years of study","American Journal of Tropical Medicine and Hygiene",2.106,"g",46,-0.281439453402629,0.0660595223921717,NA,1094,0.00436386049868184,-0.410916117291286,-0.151962789513972,74.2179,43.2994,12.85,376.6,14.45,393.1,15.15,385.7,15.45,397.3,15.2500000000001,390.2,16.2500000000001,417.3,16.85,410.1,14.05,391.8,14.7500000000001,391.7,15.05,387.3,14.7500000000001,409.8,15.2500000000001,403,15.85,418.5,16.05,405.6,17.15,420.1,17.7500000000001,414.8,1.6,2.3,2.6,2.4000000000001,3.4000000000001,4,1.2,1.9000000000001,2.2,1.9000000000001,2.4000000000001,3,3.2,4.3,4.9000000000001,16.5,9.09999999999997,20.7,13.6,40.7,33.5,15.2,15.1,10.7,33.2,26.4,41.9,29,43.5,38.2,15,0,15,0,11,14,15,15,0,0,1,4,0,0,8,0,0,0,15,15,7,"bio1 > 2","bio1 > 1.5","bio1 > 1","bio1 > 0.5","-100 < bio12 < 100","-50 < bio12 < 50","bio12 > 25","Negative effect (g < -0.2)"
