Reference_ID,row_unique,Data_ID,Environmental_condition,General_response,Response,Specific_response,Environmental_metric,General_Disease,Disease,Pathogen,Transmission,Transmission_type,Pathogen_genus,vector,Principal_reservoir,Specific_scale,General_Stats_Method,Statistical_method,N.value,temp_altered,Type,Linear_Nonlinear,R.squared,Value,Lower,Upper,Error,Std._error,P.value_general,P.value_specific,Direction,Direction_statement,DOI,Continent,Country,Location,Latitude_,Longitude,Study_period,Date_published,Dummy,lag_period_months,Notes,Journal,Journal_5yr_Impact,measure,n_method,X,Y,es,se,weight,sample.size,var,ci.lo,ci.hi
268,R848,X1099,Precipitation,Human disease incidence,Incidence,Log relative rate of total WNV cases,Standardized monthly total precipitation anomaly z (January) NLDAS 1981â2010,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Other,Partial least squares (PLS) regression,162,0,Beta coefficient,Linear,NA,0.08615,0.0527,0.12061,Std. error,NA,NA,NA,increase,Results,10.4269/ajtmh.14-0239,North America,United States,Upper Midwest Illinois;Indiana;Michigan;Ohio;Wisconsin,41.8,-86.63,2004-2012,2014,1,NA,Coefficients digitised from Figure 4; months are calendar months relative to annual total cases; standardized z-scores per month; centroid approximated; SE bounds from figure.,American Journal of Tropical Medicine and Hygiene,NA,new,NA,NA,NA,0.782589254,0.169627328,NA,162,0.02877343,0.450119692,1.115058816
268,R849,X1100,Precipitation,Human disease incidence,Incidence,Log relative rate of total WNV cases,Standardized monthly total precipitation anomaly z (November) NLDAS 1981â2010,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Other,Partial least squares (PLS) regression,162,0,Beta coefficient,Linear,NA,0.06993,0.01824,0.12365,Std. error,NA,NA,NA,increase,Results,10.4269/ajtmh.14-0239,North America,United States,Upper Midwest Illinois;Indiana;Michigan;Ohio;Wisconsin,41.8,-86.63,2004-2012,2014,1,NA,Coefficients digitised from Figure 4; months are calendar months relative to annual total cases; standardized z-scores per month; centroid approximated; SE bounds from figure.,American Journal of Tropical Medicine and Hygiene,NA,new,NA,NA,NA,0.409255047,0.161167501,NA,162,0.025974963,0.093366745,0.725143349
268,R850,X1101,Precipitation,Human disease incidence,Incidence,Log relative rate of total WNV cases,Standardized monthly total precipitation anomaly z (May) NLDAS 1981â2010,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Other,Partial least squares (PLS) regression,162,0,Beta coefficient,Linear,NA,-0.0973,-0.14189,-0.05169,Std. error,NA,NA,NA,decrease,Results,10.4269/ajtmh.14-0239,North America,United States,Upper Midwest Illinois;Indiana;Michigan;Ohio;Wisconsin,41.8,-86.63,2004-2012,2014,1,NA,Coefficients digitised from Figure 4; months are calendar months relative to annual total cases; standardized z-scores per month; centroid approximated; SE bounds from figure.,American Journal of Tropical Medicine and Hygiene,NA,new,NA,NA,NA,-0.665454907,0.166453191,NA,162,0.027706665,-0.991703161,-0.339206652
268,R851,X1102,Precipitation,Human disease incidence,Incidence,Log relative rate of total WNV cases,Standardized monthly total precipitation anomaly z (June) NLDAS 1981â2010,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Other,Partial least squares (PLS) regression,162,0,Beta coefficient,Linear,NA,-0.13074,-0.16014,-0.10541,Std. error,NA,NA,NA,decrease,Results,10.4269/ajtmh.14-0239,North America,United States,Upper Midwest Illinois;Indiana;Michigan;Ohio;Wisconsin,41.8,-86.63,2004-2012,2014,1,NA,Coefficients digitised from Figure 4; months are calendar months relative to annual total cases; standardized z-scores per month; centroid approximated; SE bounds from figure.,American Journal of Tropical Medicine and Hygiene,NA,new,NA,NA,NA,-1.473653437,0.196417344,NA,162,0.038579773,-1.858631432,-1.088675442
268,R852,X1103,Temperature,Human disease incidence,Incidence,Log relative rate of total WNV cases,Standardized monthly mean temperature anomaly z (January) NLDAS 1981â2010,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Other,Partial least squares (PLS) regression,162,0,Beta coefficient,Linear,NA,0.14696,0.08919,0.20878,Std. error,NA,NA,NA,increase,Results,10.4269/ajtmh.14-0239,North America,United States,Upper Midwest Illinois;Indiana;Michigan;Ohio;Wisconsin,41.8,-86.63,2004-2012,2014,1,NA,Coefficients digitised from Figure 4; months are calendar months relative to annual total cases; standardized z-scores per month; centroid approximated; SE bounds from figure.,American Journal of Tropical Medicine and Hygiene,NA,new,NA,NA,NA,0.758082736,0.168925925,NA,162,0.028535968,0.426987923,1.089177548
268,R853,X1104,Temperature,Human disease incidence,Incidence,Log relative rate of total WNV cases,Standardized monthly mean temperature anomaly z (October) NLDAS 1981â2010,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Other,Partial least squares (PLS) regression,162,0,Beta coefficient,Linear,NA,-0.06892,-0.10338,-0.03446,Std. error,NA,NA,NA,decrease,Results,10.4269/ajtmh.14-0239,North America,United States,Upper Midwest Illinois;Indiana;Michigan;Ohio;Wisconsin,41.8,-86.63,2004-2012,2014,1,NA,Coefficients digitised from Figure 4; months are calendar months relative to annual total cases; standardized z-scores per month; centroid approximated; SE bounds from figure.,American Journal of Tropical Medicine and Hygiene,NA,new,NA,NA,NA,-0.616896532,0.165272613,NA,162,0.027315037,-0.940830853,-0.292962211
268,R854,X1105,Temperature,Human disease incidence,Incidence,Log relative rate of total WNV cases,Standardized monthly mean temperature anomaly z (February) NLDAS 1981â2010,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Other,Partial least squares (PLS) regression,162,0,Beta coefficient,Linear,NA,0.10135,0.04561,0.15912,Std. error,NA,NA,NA,increase,Results,10.4269/ajtmh.14-0239,North America,United States,Upper Midwest Illinois;Indiana;Michigan;Ohio;Wisconsin,41.8,-86.63,2004-2012,2014,1,NA,Coefficients digitised from Figure 4; months are calendar months relative to annual total cases; standardized z-scores per month; centroid approximated; SE bounds from figure.,American Journal of Tropical Medicine and Hygiene,NA,new,NA,NA,NA,0.55081018,0.163797723,NA,162,0.026829694,0.229766644,0.871853716
268,R855,X1106,Temperature,Human disease incidence,Incidence,Log relative rate of total WNV cases,Standardized monthly mean temperature anomaly z (July) NLDAS 1981â2010,Arboviral diseases,West Nile Virus,Virus,ZVB,Vectored,Flavivirus,Mosquito,Birds,1,Other,Partial least squares (PLS) regression,162,0,Beta coefficient,Linear,NA,0.10845,0.05676,0.16014,Std. error,NA,NA,NA,increase,Results,10.4269/ajtmh.14-0239,North America,United States,Upper Midwest Illinois;Indiana;Michigan;Ohio;Wisconsin,41.8,-86.63,2004-2012,2014,1,NA,Coefficients digitised from Figure 4; months are calendar months relative to annual total cases; standardized z-scores per month; centroid approximated; SE bounds from figure.,American Journal of Tropical Medicine and Hygiene,NA,new,NA,NA,NA,0.647150599,0.165998662,NA,162,0.027555556,0.321793221,0.972507977
22,R42,X89,Precipitation,Human disease incidence,Cases,Cases,Monthly total,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,Correlation,Cross-correlation analysis,84,NA,Correlation coefficient,Linear,0.66,0.42,NA,NA,NA,NA,<0.05,NA,increase,Abstract,10.1371/journal.pntd.0003530,Asia,China,XI'an,34.341568,108.940178,2005-2012,2015,1,3,N-value is number of months in study,PLOS neglected tropical diseases,4.548,NA,62,108.940178,34.341568,0.91710355,0.242619987,NA,84,0.058864458,0.441568376,1.392638724
22,R41,X88,Temperature,Human disease incidence,Cases,Cases,Monthly mean,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,Correlation,Cross-correlation analysis,84,NA,Correlation coefficient,Linear,NA,0.49,NA,NA,NA,NA,<0.05,NA,increase,Abstract,10.1371/journal.pntd.0003530,Asia,China,XI'an,34.341568,108.940178,2005-2012,2015,1,2,N-value is number of months in study,PLOS neglected tropical diseases,4.548,NA,4,108.940178,34.341568,1.113897197,0.252584398,NA,84,0.063798878,0.618831776,1.608962617
144,R377,X560,Temperature,Human disease incidence,Incidence,Incidence,Annual mean,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,Correlation,Pearson correlation,248,NA,Correlation coefficient,Linear,0.88,-0.396,NA,NA,NA,NA,<0.05,NA,decrease,Discussion,10.3390/ijerph111212129,Asia,China,NA,NA,NA,2005-2012,2014,1,NA,"2006 trends, 07,08,09,10,11,12 also available but no significant trends recorded. N-value calculated using the Incidences provided and the population estimates from google",International Journal of Environmental Research and Public Health,3.531,NA,27,104.1954,35.8617,-0.859877452,0.13872615,NA,248,0.019244945,-1.131780706,-0.587974199
144,R374,X557,Temperature,Human disease incidence,Incidence,Incidence,Annual mean,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,Correlation,Pearson correlation,248,NA,Correlation coefficient,Linear,0.81,-0.39,NA,NA,NA,NA,<0.05,NA,decrease,Discussion,10.3390/ijerph111212129,Asia,China,NA,NA,NA,2005-2012,2014,1,NA,N-value is the number of years in the study * number of provinces (31)],International Journal of Environmental Research and Public Health,3.531,NA,200,104.1954,35.8617,-0.844490645,0.138339816,NA,248,0.019137905,-1.115636684,-0.573344606
144,R375,X558,Precipitation,Human disease incidence,Incidence,Incidence,Annual mean,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,Correlation,Pearson correlation,248,NA,Correlation coefficient,Linear,0.81,-0.226,NA,NA,NA,NA,>0.05,NA,decrease,Discussion,10.3390/ijerph111212129,Asia,China,NA,NA,NA,2005-2012,2014,1,NA,N-value is the number of years in the study * number of provinces (31)],International Journal of Environmental Research and Public Health,3.531,NA,200,104.1954,35.8617,-0.462588974,0.130768697,NA,248,0.017100452,-0.71889562,-0.206282328
144,R378,X561,Precipitation,Human disease incidence,Incidence,Incidence,Annual mean,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,Correlation,Pearson correlation,248,NA,Correlation coefficient,Linear,0.88,-0.189,NA,NA,NA,NA,>0.05,NA,decrease,Discussion,10.3390/ijerph111212129,Asia,China,NA,NA,NA,2005-2012,2014,1,NA,"2006 trends, 07,08,09,10,11,12 also available but no significant trends recorded. N-value calculated using the Incidences provided and the population estimates from google",International Journal of Environmental Research and Public Health,3.531,NA,200,104.1954,35.8617,-0.383762914,0.12972335,NA,248,0.016828148,-0.638020681,-0.129505147
144,R376,X559,Humidity,Human disease incidence,Incidence,Incidence,Annual mean,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,Correlation,Pearson correlation,248,NA,Correlation coefficient,Linear,0.81,-0.077,NA,NA,NA,NA,>0.05,NA,decrease,Results,10.3390/ijerph111212129,Asia,China,NA,NA,NA,2005-2012,2014,1,NA,N-value is the number of years in the study * number of provinces (31)],International Journal of Environmental Research and Public Health,3.531,NA,200,104.1954,35.8617,-0.153987184,0.127764679,NA,248,0.016323813,-0.404405955,0.096431588
144,R379,X562,Humidity,Human disease incidence,Incidence,Incidence,Annual mean,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,Correlation,Pearson correlation,248,NA,Correlation coefficient,Linear,0.88,-0.061,NA,NA,NA,NA,>0.05,NA,decrease,Results,10.3390/ijerph111212129,Asia,China,Reunion island,NA,NA,2005-2012,2014,1,NA,"2006 trends, 07,08,09,10,11,12 also available but no significant trends recorded. N-value calculated using the Incidences provided and the population estimates from google",International Journal of Environmental Research and Public Health,3.531,NA,200,104.195,35.861,-0.121854592,0.127623022,NA,248,0.016287636,-0.371995715,0.12828653
190,R566,X704,Temperature,Human disease incidence,Cases,Relative risk,Daily mean,Arboviral diseases,Japanese encephalitis,Virus,ZVB,Vectored,Flavivirus,M,Birds,5,DLNM,distributed lag nonlinear model,622,NA,Percent change,Non-linear,NA,2.6,0.2,3.46,95% Confidence,NA,<0.05,NA,increase,Abstract,10.4269/ajtmh.20-0040,Asia,China,Dazhou,31.21592,107.50092,2005-2012,2020,1,NA,"Trend refers to 5 degrees increase from 20 degree threshold, Graphic illustrations available",American Journal of Tropical Medicine and Hygiene,2.106,NA,NA,107.50092,31.21592,0.051871039,0.080206211,155.4475922,622,0.006433036,-0.105330245,0.209072324
105,R220,X384,Humidity,Human disease incidence,Incidence,Cases,Monthly mean relative,Anthrax,Anthrax,Bacteria,Z,Non-vectored,Bacillus,NA,Mammals (multispecies),1,Correlation,Spearman rank correlation,96,NA,Correlation coefficient,Linear,NA,0.54,0.4,0.66,95% Confidence,NA,<0.05,NA,increase,Abstract,10.1371/journal.pntd.0004637,Asia,China,NA,NA,NA,2005-2013,2016,1,1,"N-value is number of months of study, table found in supplementary",PLOS neglected tropical diseases,4.548,NA,200,104.1954,35.8617,1.272905466,0.244433607,NA,96,0.059747788,0.793815595,1.751995337
105,R219,X383,Precipitation,Human disease incidence,Incidence,Cases,Monthly total,Anthrax,Anthrax,Bacteria,Z,Non-vectored,Bacillus,NA,Mammals (multispecies),1,Correlation,Spearman rank correlation,96,NA,Correlation coefficient,Linear,NA,0.68,0.55,0.78,95% Confidence,NA,<0.05,NA,increase,Abstract,10.1371/journal.pntd.0004637,Asia,China,NA,NA,NA,2005-2013,2016,1,1,"N-value is number of months of study, table found in supplementary",PLOS neglected tropical diseases,4.548,NA,200,104.1954,35.8617,1.84001325,0.28058895,NA,96,0.078730159,1.290058909,2.389967592
105,R218,X382,Temperature,Human disease incidence,Incidence,Cases,Monthly mean,Anthrax,Anthrax,Bacteria,Z,Non-vectored,Bacillus,NA,Mammals (multispecies),1,Correlation,Spearman rank correlation,96,NA,Correlation coefficient,Linear,NA,0.7,0.58,0.78,95% Confidence,NA,<0.05,NA,increase,Abstract,10.1371/journal.pntd.0004637,Asia,China,NA,NA,NA,2005-2013,2016,1,1,"N-value is number of months of study, table found in supplementary",PLOS neglected tropical diseases,4.548,NA,200,104.1954,35.8617,1.944708981,0.288081325,NA,96,0.08299085,1.380069584,2.509348377
190,R567,X705,Precipitation,Human disease incidence,Cases,Relative risk,Daily total,Arboviral diseases,Japanese encephalitis,Virus,ZVB,Vectored,Flavivirus,M,Birds,100,DLNM,distributed lag nonlinear model,622,NA,Percent change,Non-linear,NA,1.32,0.73,3.11,95% Confidence,NA,<0.05,NA,increase,Abstract,10.4269/ajtmh.20-0040,Asia,China,Dazhou,31.21592,107.50092,2005-2013,2020,1,NA,Graphic illustrations available,American Journal of Tropical Medicine and Hygiene,2.106,NA,NA,107.50092,31.21592,0.026327919,0.080196176,155.4864952,622,0.006431427,-0.130853699,0.183509537
82,R171,X295,Temperature,Human disease incidence,Cases,Cases,Annual mean,Rickettsioses,Rocky Mountain Spotted Fever,Bacteria,ZVB,Vectored,Rickettsia,Tick,Mammals (multispecies),1,GL(M)M,Bivariate regression analysis,4081,NA,Estimate,Linear,NA,-1.05,-1.58,-0.52,Std. error,0.53,>0.05,0.2,decrease,Conclusion,10.1371/journal.pone.0150180,North America,USA,"Kansas, Missouri, Oklahoma, Arkansas",NA,NA,2005-2014,2016,1,NA,"28-34, N-value = number of counties in study region (371) multiplied the years of study (11)",PLOS One,3.272,NA,8,-98.4842,39.0119,-1.049806926,NA,NA,NA,NA,NA,NA
82,R170,X294,Temperature,Human disease incidence,Cases,Cases,Annual mean,Rickettsioses,Rocky Mountain Spotted Fever,Bacteria,ZVB,Vectored,Rickettsia,Tick,Mammals (multispecies),1,GL(M)M,Bivariate regression analysis,4081,NA,Estimate,Linear,0.58,-0.61,-0.74,-0.48,Std. error,0.13,<0.05,0.03,decrease,Conclusion,10.1371/journal.pone.0150180,North America,USA,"Kansas, Missouri, Oklahoma, Arkansas",NA,NA,2005-2014,2016,1,NA,">35, N-value = number of counties in study region (371) multiplied the years of study (11)",PLOS One,3.272,NA,8,-98.4842,39.0119,-0.609887833,NA,NA,NA,NA,NA,NA
82,R173,X297,Humidity,Human disease incidence,Cases,Cases,Annual mean relative,Rickettsioses,Rocky Mountain Spotted Fever,Bacteria,ZVB,Vectored,Rickettsia,Tick,Mammals (multispecies),1,GL(M)M,Bivariate regression analysis,4081,NA,Estimate,Linear,NA,0.62,0.5,0.74,Std. error,0.12,<0.05,0.03,increase,Conclusion,10.1371/journal.pone.0150180,North America,USA,"Kansas, Missouri, Oklahoma, Arkansas",NA,NA,2005-2014,2016,1,NA,N-value = number of counties in study region (371) multiplied the years of study (11),PLOS One,3.272,NA,62,-98.4842,39.0119,0.619885994,NA,NA,NA,NA,NA,NA
82,R172,X296,Temperature,Human disease incidence,Cases,Cases,Annual mean,Rickettsioses,Rocky Mountain Spotted Fever,Bacteria,ZVB,Vectored,Rickettsia,Tick,Mammals (multispecies),1,GL(M)M,Bivariate regression analysis,4081,NA,Estimate,Linear,NA,0.92,0.46,1.38,Std. error,0.46,>0.05,0.19,increase,Conclusion,10.1371/journal.pone.0150180,North America,USA,"Kansas, Missouri, Oklahoma, Arkansas",NA,NA,2005-2014,2016,1,NA,"24.9-27.9, N-value = number of counties in study region (371) multiplied the years of study (11)",PLOS One,3.272,NA,62,-98.4842,39.0119,0.919830831,NA,NA,NA,NA,NA,NA
90,R179,X340,Precipitation,Human case locations,Cases,Cases,Weekly total,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,GL(M)M,Generalised estimating equations,39349,NA,Percent change,Linear,NA,0.2,0.1,0.3,95% Confidence,NA,NA,NA,increase,Abstract,https://doi.org/10.1016/j.scitotenv.2018.04.407,Asia,China,NA,NA,NA,2005-2014,2018,1,NA,CanâÂ¢Â¬ÃÂ¬Ã´t access without UCL permission,Science of The Total Environment,8.01,g,14,104.1954,35.8617,0.00399983,0.010082392,9837.230326,39349,0.000101655,-0.015761295,0.023760955
90,R180,X341,Humidity,Human case locations,Cases,Cases,Weekly mean relative,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,GL(M)M,Generalised estimating equations,39349,NA,Percent change,Linear,NA,0.9,0.5,1.2,95% Confidence,NA,NA,NA,increase,Abstract,https://doi.org/10.1016/j.scitotenv.2018.04.407,Asia,China,NA,NA,NA,2005-2014,2018,1,NA,CanâÂ¢Â¬ÃÂ¬Ã´t access without UCL permission,Science of The Total Environment,8.01,g,14,104.1954,35.8617,0.017999928,0.010082586,9836.851595,39349,0.000101659,-0.001761577,0.037761434
90,R178,X339,Temperature,Human case locations,Cases,Cases,Weekly maximum,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,GL(M)M,Generalised estimating equations,39349,NA,Percent change,Linear,NA,1.6,1,2.2,95% Confidence,NA,NA,NA,increase,Abstract,https://doi.org/10.1016/j.scitotenv.2018.04.407,Asia,China,NA,NA,NA,2005-2014,2018,1,NA,CanâÂ¢Â¬ÃÂ¬Ã´t access without UCL permission,Science of The Total Environment,8.01,g,14,104.1954,35.8617,0.032002673,0.010083027,9835.990735,39349,0.000101667,0.012240303,0.051765044
146,R386,X569,Temperature,Human disease incidence,Incidence,cases,Monthly mean,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,Correlation,Spearman rank correlation,4104,NA,Correlation coefficient,Linear,NA,0.011,NA,NA,NA,NA,>0.05,0.417,increase,Discussion,10.1371/journal.pone.0167836,Asia,China,Hubei province,30.9666628,112.2333324,2005-2014,2016,1,NA,N-value is number of counties * Number of months of study,PLOS One,3.272,NA,27,112.2333324,30.9666628,0.021997308,0.031227123,NA,4104,0.000975133,-0.039207852,0.083202469
146,R387,X570,Precipitation,Human disease incidence,Incidence,cases,Monthly mean,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,Correlation,Spearman rank correlation,4104,NA,Correlation coefficient,Linear,NA,0.015,NA,NA,NA,NA,>0.05,0.234,increase,Discussion,10.1371/journal.pone.0167836,Asia,China,Hubei province,30.9666628,112.2333324,2005-2014,2016,1,NA,N-value is number of counties * Number of months of study,PLOS One,3.272,NA,27,112.2333324,30.9666628,0.029997889,0.031228747,NA,4104,0.000975235,-0.031210454,0.091206233
146,R388,X571,Humidity,Human disease incidence,Incidence,cases,Monthly mean,Hantaviral diseases,Haemorrhagic fever with renal syndrome,Virus,Z,Non-vectored,Hantavirus,NA,Rodents,1,Correlation,Spearman rank correlation,4104,NA,Correlation coefficient,Linear,NA,0.041,NA,NA,NA,NA,<0.001,1.00E-03,increase,Discussion,10.1371/journal.pone.0167836,Asia,China,Hubei province,30.9666628,112.2333324,2005-2014,2016,1,NA,N-value is number of counties * Number of months of study,PLOS One,3.272,NA,27,112.2333324,30.9666628,0.082054002,0.031251511,NA,4104,0.000976657,0.02080104,0.143306964
138,R358,X540,Temperature,Human disease incidence,Cases,Cases,Quarterly mean,Leptospirosis,Leptospirosis,Bacteria,Z,Non-vectored,Leptospira,NA,Rodents,1,ST,Zero-inflated poisson bayesian conditional autoregressive models,3217,NA,Unstandardised coefficient,Linear,NA,-1.14,-7.71,2.09,95% Credible,NA,>0.05,NA,decrease,Results,https://doi.org/10.1016/j.scitotenv.2020.138251,Asia,China,Upper Yangtze River Basin,NA,NA,2005-2016,2020,1,NA,Can't access,Science of The Total Environment,8.01,g,16,112.3656,29.4337,-0.016080628,0.035271162,NA,3217,0.001244055,-0.085212106,0.05305085
138,R360,X542,Temperature,Human disease incidence,Cases,Cases,Quarterly mean,Leptospirosis,Leptospirosis,Bacteria,Z,Non-vectored,Leptospira,NA,Rodents,1,ST,Zero-inflated poisson bayesian conditional autoregressive models,1473,NA,Unstandardised coefficient,Linear,NA,-0.28,-0.94,0.32,95% Credible,NA,>0.05,NA,decrease,Results,https://doi.org/10.1016/j.scitotenv.2020.138251,Asia,China,Pearl River Basin,NA,NA,2005-2016,2020,1,NA,NA,Science of The Total Environment,8.01,g,106,113.6333,22.7667,-0.045402074,0.052150899,NA,1473,0.002719716,-0.147617835,0.056813687
138,R361,X543,Precipitation,Human disease incidence,Cases,Cases,Quarterly total,Leptospirosis,Leptospirosis,Bacteria,Z,Non-vectored,Leptospira,NA,Rodents,1,ST,Zero-inflated poisson bayesian conditional autoregressive models,1473,NA,Unstandardised coefficient,Linear,NA,0.79,0.12,1.58,95% Credible,NA,<0.05,NA,increase,Abstract,https://doi.org/10.1016/j.scitotenv.2020.138251,Asia,China,Pearl River Basin,NA,NA,2005-2016,2020,1,NA,NA,Science of The Total Environment,8.01,g,106,113.6333,22.7667,0.11055094,0.052217123,NA,1473,0.002726628,0.00820538,0.2128965
138,R359,X541,Precipitation,Human disease incidence,Cases,Cases,Quarterly total,Leptospirosis,Leptospirosis,Bacteria,Z,Non-vectored,Leptospira,NA,Rodents,1,ST,Zero-inflated poisson bayesian conditional autoregressive models,3217,NA,Unstandardised coefficient,Linear,NA,3.28,0.7,9.71,95% Credible,NA,<0.05,NA,increase,Abstract,https://doi.org/10.1016/j.scitotenv.2020.138251,Asia,China,Upper Yangtze River Basin,NA,NA,2005-2016,2020,1,NA,Can't access,Science of The Total Environment,8.01,g,16,112.3656,29.4337,0.050323785,0.03528119,NA,3217,0.001244762,-0.018827348,0.119474917
50,R96,X184,Humidity,Human disease incidence,Cases,Cases,Monthly mean relative,Brucellosis,Brucellosis,Bacteria,Z,Non-vectored,Brucella,NA,Livestock,1,(S)ARIMA,Seasonal autoregressive integrated moving average models,156,NA,Unstandardised coefficient,Linear,NA,-0.491,NA,NA,NA,NA,<0.05,1.40E-02,decrease,Results,https://doi.org/10.1016/j.onehlt.2022.100449,Asia,China,Inner mongolia,NA,NA,2005-2017,2022,1,NA,N-value = number of months of study,One Health,4.419,NA,64,111.7652,40.8173,-0.398643955,0.164097608,NA,156,0.026928025,-0.720275266,-0.077012644
50,R98,X186,Precipitation,Human disease incidence,Cases,Cases,Monthly total,Brucellosis,Brucellosis,Bacteria,Z,Non-vectored,Brucella,NA,Livestock,1,(S)ARIMA,Seasonal autoregressive integrated moving average models,156,NA,Unstandardised coefficient,Linear,NA,-0.09,NA,NA,NA,NA,<0.01,4.00E-03,decrease,Abstract,https://doi.org/10.1016/j.onehlt.2022.100449,Asia,China,Inner mongolia,NA,NA,2005-2017,2022,1,1,N-value = number of months of study,One Health,4.419,NA,64,111.7652,40.8173,-0.468649885,0.165302328,NA,156,0.02732486,-0.792642447,-0.144657323
50,R97,X185,Temperature,Human disease incidence,Cases,Cases,Monthly mean,Brucellosis,Brucellosis,Bacteria,Z,Non-vectored,Brucella,NA,Livestock,1,(S)ARIMA,Seasonal autoregressive integrated moving average models,156,NA,Unstandardised coefficient,Linear,NA,0.133,NA,NA,NA,NA,<0.05,4.60E-02,increase,Abstract,https://doi.org/10.1016/j.onehlt.2022.100449,Asia,China,Inner mongolia,NA,NA,2005-2017,2022,1,6,N-value = number of months of study,One Health,4.419,NA,8,111.7652,40.8173,0.322626664,0.16300204,NA,156,0.026569665,0.003142665,0.642110662
224,R592,X798,Precipitation,Human disease incidence,Incidence,Cumulative relative risk,Weekly total,Rickettsioses,Typhus group rickettsiosis,Bacteria,ZVB,Vectored,Rickettsia,T,Mammals (multispecies),1,DLNM,distributed lag nonlinear model,9129,NA,Relative risk,Non-linear,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abstract,https://doi.org/10.1186/s12940-019-0558-3,Asia,China,Xishuangbanna Dai,21.992937,100.802652,2005-2017,2020,1,NA,NA,BMC Environmental Health,NA,NA,NA,100.802652,21.992937,NA,NA,NA,NA,NA,NA,NA
224,R591,X797,Temperature,Human disease incidence,Incidence,Cumulative relative risk,Weekly mean,Rickettsioses,Typhus group rickettsiosis,Bacteria,ZVB,Vectored,Rickettsia,T,Mammals (multispecies),1,DLNM,distributed lag nonlinear model,9129,NA,Relative risk,Non-linear,NA,NA,NA,NA,NA,NA,NA,NA,NA,Abstract,https://doi.org/10.1186/s12940-019-0558-3,Asia,China,Xishuangbanna Dai,21.992937,100.802652,2005-2017,2020,1,NA,NA,BMC Environmental Health,NA,NA,NA,100.802652,21.992937,NA,NA,NA,NA,NA,NA,NA
53,R539,X198,Temperature,Human disease incidence,Incidence,Monthly Incidence,Daily mean,Brucellosis,Brucellosis,Bacteria,Z,Non-vectored,Brucella,NA,Livestock,1,DLNM,distributed lag nonlinear model,168,NA,Relative risk,Non-linear,NA,NA,NA,NA,95% Confidence,NA,NA,NA,NA,Abstract,https://doi.org/10.1186/s12889-020-08599-4,Asia,China,Yulin,38.244372,109.726449,2005-2018,2020,1,NA,N-value is number of months in study,BMC Public Health,3.389,NA,NA,109.726449,38.244372,NA,NA,NA,NA,NA,NA,NA
145,R385,X568,Humidity,Human disease incidence,Cases,cases,Monthly mean,Brucellosis,Brucellosis,Bacteria,Z,Non-vectored,Brucella,NA,Livestock,1,Correlation,Spearman rank correlation,156,NA,Correlation coefficient,Linear,NA,-0.35,NA,NA,NA,NA,<0.001,NA,decrease,Results,10.7717/peerj.10113,Asia,China,Guanzhong basin,34.271738,108.76156,2005-2018,2020,1,3,N-value = number of months in study,PeerJ,2.929,NA,27,108.76156,34.271738,-0.743619524,0.17176593,NA,156,0.029503535,-1.080280746,-0.406958302
