Response,Specific,Disease,P_V_B,Taxa_genus,Include,reason,type,vector,Environmental_condition,Specific_metric,Specific_scale,Statistical_method,N-value,temp_altered,Type,Linear_Nonlinear,R-squared,Value,Lower,Upper,Error,Std._error,P-value_general,P-value_specific,Direction,Direction_statement,DOI,Reference_ID,Data_ID,Continent,Country,Location,Latitude_,Longitude,Study_period,Date_published,Dummy,lag_period_months,Notes,Journal,Journal_5yr_Impact
Incidence,Incidence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Precipitation,Monthly total,1,Estimated smooth function,794,,,Non-linear,0.065,,,,,,,,,Abstract,http://doi.org/10.2147/IDR.S250038,182,X679,Asia,China,Anqiu City,36.468514,119.211978,2000-2017,2020,1,,"Smoothed non-linear graphs available, check if the trends are postive or negative",DovePress,
Incidence,Incidence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Humidity,Month mean relative,1,Estimated smooth function,794,,,Non-linear,0.004,,,,,,,,,Abstract,http://doi.org/10.2147/IDR.S250038,182,X680,Asia,China,Anqiu City,36.468514,119.211978,2000-2017,2020,1,,"Smoothed non-linear graphs available, check if the trends are postive or negative",DovePress,
Incidence,Incidence,Tick-borne encephalitis,V,Flavivirus,Y,,HVH,T,Temperature,Annual mean,1,Pearson correlation,228,,Correlation coefficient,Linear,,0.77,0.7,0.84,95% Confidence,,<0.0001,,increase,Discussion,https://doi.org/10.1080/22423982.2017.1298882,183,X681,Europe,Russia,Komi Republic,64.460335,54.850609,1970-2011,2017,1,,"Long-lat for central point of province, Options from multiple regions with KR are available, N-value calculated as the mean incidence in fig. 1 multiplied by study year",International Journal of Circumpolar Health ,1.064
Cases,Cases,Brucellosis,B,Brucella,Y,,HH,,Temperature,Monthly mean,1,Spearman rank correlation,763,,Correlation coefficient,Linear,,0.509,,,,,<0.01,,increase,Discussion,https://doi.org/10.1007/s11356-022-22831-1,185,X683,Asia,China,Yongchang region,38.237412,101.995659,2015-2019,2022,1,,N-value - number of cases (table.1) multiplied by months then by length of study period,Environmental Science and Pollution Research,4.032
Cases,Cases,Brucellosis,B,Brucella,Y,,HH,,Precipitation,Monthly mean,1,Spearman rank correlation,763,,Correlation coefficient,Linear,,0.431,,,,,<0.01,,increase,Discussion,https://doi.org/10.1007/s11356-022-22831-1,185,X685,Asia,China,Yongchang region,38.237412,101.995659,2015-2019,2022,1,,N-value - number of cases (table.1) multiplied by months then by length of study period,Environmental Science and Pollution Research,4.032
Cases,Cases,Brucellosis,B,Brucella,Y,,HH,,Humidity,Monthly mean relative,1,Spearman rank correlation,763,,Correlation coefficient,Linear,,-0.144,,,,,>0.05,,decrease,Discussion,https://doi.org/10.1007/s11356-022-22831-1,185,X686,Asia,China,Yongchang region,38.237412,101.995659,2015-2019,2022,1,,N-value - number of cases (table.1) multiplied by months then by length of study period,Environmental Science and Pollution Research,4.032
Cases,Cases,Brucellosis,B,Brucella,Y,,HH,,Temperature,Monthly mean,1,distributed lag nonlinear model,763,,Relative risk,Non-linear,0.53,,,,95% CI,,,,,Discussion,https://doi.org/10.1007/s11356-022-22831-1,185,X684,Asia,China,Yongchang region,38.237412,101.995659,2015-2019,2022,1,1,Non-linear option,Environmental Science and Pollution Research,4.032
Cases,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Temperature,Monthly mean,1,Generalised estimating equation model,254,,Maximum coefficient,Non-linear,,0.188,0.183,0.193,Std. error,0.005,<0.001,,increase,Discussion,https://doi.org/10.1016/j.scitotenv.2020.137564,186,X693,Asia,China,Subtropical zone,,,2006-2021,2020,1,3,,Science of The Total Environment,8.01
Cases,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Temperature,Monthly mean,1,Generalised estimating equation model,254,,Maximum coefficient,Non-linear,,-0.032,-0.039,-0.025,Std. error,0.007,<0.001,,decrease,Discussion,https://doi.org/10.1016/j.scitotenv.2020.137564,186,X687,Asia,China,Temperate zone,,,2006-2016,2020,1,1,,Science of The Total Environment,8.01
Cases,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Temperature,Monthly mean,1,Generalised estimating equation model,254,,Maximum coefficient,Non-linear,,-0.574,-0.585,-0.563,Std. error,0.011,<0.001,,decrease,Discussion,https://doi.org/10.1016/j.scitotenv.2020.137564,186,X690,Asia,China,Warm Temperate zone,,,2006-2018,2020,1,2,,Science of The Total Environment,8.01
Cases,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Humidity,Monthly mean relative,1,Generalised estimating equation model,36538,,,Non-linear,,,,,95% CI,,,,,Discussion,https://doi.org/10.1016/j.scitotenv.2020.137564,186,X692,Asia,China,Warm Temperate zone,,,2006-2020,2020,1,2,,Science of The Total Environment,8.01
Cases,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Precipitation,Monthly total,ln(mm),Generalised estimating equation model,36538,,,Non-linear,,,,,95% CI,,,,,Discussion,https://doi.org/10.1016/j.scitotenv.2020.137564,186,X691,Asia,China,Warm Temperate zone,,,2006-2019,2020,1,2,,Science of The Total Environment,8.01
Cases,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Humidity,Monthly mean relative,1,Generalised estimating equation model,35373,,,Non-linear,,,,,95% CI,,,,,Discussion,https://doi.org/10.1016/j.scitotenv.2020.137564,186,X689,Asia,China,Temperate zone,,,2006-2017,2020,1,1,,Science of The Total Environment,8.01
Cases,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Precipitation,Monthly total,ln(mm),Generalised estimating equation model,35373,,,Non-linear,,,,,95% CI,,,,,Discussion,https://doi.org/10.1016/j.scitotenv.2020.137564,186,X688,Asia,China,Temperate zone,,,2006-2016,2020,1,1,,Science of The Total Environment,8.01
Cases,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Humidity,Monthly mean relative,1,Generalised estimating equation model,27041,,,Non-linear,,,,,95% CI,,,,,Discussion,https://doi.org/10.1016/j.scitotenv.2020.137564,186,X695,Asia,China,Subtropical zone,,,2006-2023,2020,1,3,,Science of The Total Environment,8.01
Cases,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Precipitation,Monthly total,ln(mm),Generalised estimating equation model,27041,,,Non-linear,,,,,95% CI,,,,,Discussion,https://doi.org/10.1016/j.scitotenv.2020.137564,186,X694,Asia,China,Subtropical zone,,,2006-2022,2020,1,3,,Science of The Total Environment,8.01
Seroprevalence,Prevalence in host,Sin Nombre Virus,V,Hantavirus,Y,,HH,,Temperature,Annual mean,1,Multiple logistic regression,2837,,,Non-linear,,,,,95% CI,,,,decrease,Discussion,https://doi.org/10.1023/A:1011148316537,187,X696,North America,Canada,,,,,2001,1,,,Landscape Ecology,3.843
Abundance,Host number,Rabies,V,Lyssavirus,Y,,HH,,Precipitation,Monthly total,10,Generalised linear regression,217,,Odds ratio,Linear,,0.94,0.9,0.98,95% Confidence,,<0.05,,decrease,Discussion,10.1111/zph.12848,52,X197,North America,Canada,Nunavut-Northwest,65.955394,-94.512438,1971-2008,2021,1,,"Passive surveillance, precipitation measured as cm",Zoonoses and Public Health,2.659
Incidence,Cases,Plague,B,Yersinia,Y,,HVH,F,Precipitation,Annual total,1,Linear regression,215,,Correlation coefficient,Linear,,-0.21,,,,,>0.05,0.14,increase,Abstract,10.4269/ajtmh.1999.61.814,213,X755,North America,USA,New Mexico,34.572181,-105.903649,1948-1996,1999,1,12,,American Journal of Tropical Medicine and Hygiene,2.106
Cases,cases,Rift valley fever,V,Phlebovirus,Y,,HVH,M,Precipitation,Annual total,10,Poisson regression,214,,Relative risk,Linear,,0.95,0.94,0.95,95% Confidence,,<0.05,,decrease,Abstract,10.4269/ajtmh.2012.11-0450,125,X474,Africa,Kenya,,,,2006-2007,2012,1,,Rainfall as cm,American Journal of Tropical Medicine and Hygiene,2.106
Abundance,Abundance of host,Hantavirus pulmonary syndrome,V,Hantavirus,Y,,HH,,Precipitation,Monthly total,1,Logistic regression,204,,Beta coefficient,Linear,,0.002,0.001,0.003,Std. error,0.001,<0.001,0.001,increase,Abstract,https://doi.org/10.3201/eid2401.171372,128,X482,South America,Argentina,Otamendi Nature Reserve,-34.165952,-58.802682,2007-2012,2018,1,2,Grass mouse,Emerging infectious diseases,4.568
Abundance,Abundance of host,Hantavirus pulmonary syndrome,V,Hantavirus,Y,,HH,,Temperature,Monthly maximum,1,Logistic regression,204,,Beta coefficient,Linear,,-0.49,-0.508,-0.472,Std. error,0.018,<0.01,0.005,decrease,Abstract,https://doi.org/10.3201/eid2401.171372,128,X481,South America,Argentina,Otamendi Nature Reserve,-34.165952,-58.802682,2007-2012,2018,1,1,Grass mouse,Emerging infectious diseases,4.568
Incidence,Disease occurrence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Temperature,Monthly mean,1,Generalised additive model,1846,,,Non-linear,,,,,95% CI,,,,,Abstract,10.1038/emi.2017.92,189,X701,Asia,China,Qingdao,36.066898,120.382698,2007-2015,2019,1,3,,Emerging Microbes & Infections ,
Incidence,Disease occurrence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Humidity,Monthly mean relative,1,Generalised additive model,1846,,,Non-linear,,,,,95% CI,,,,,Abstract,10.1038/emi.2017.92,189,X703,Asia,China,Qingdao,36.066898,120.382698,2007-2015,2019,1,3,,Emerging Microbes & Infections ,
Cases,Relative risk,Japanese encephalitis,V,Flavivirus,Y,,HVH,M,Precipitation,Daily total,100,distributed lag nonlinear model,622,,Percent change,Non-linear,,132,73,311,95% Confidence,,<0.05,,increase,Abstract,10.4269/ajtmh.20-0040,190,X705,Asia,China,Dazhou,31.21592,107.50092,2005-2013,2020,1,,Graphic illustrations available,American Journal of Tropical Medicine and Hygiene,2.106
Cases,Relative risk,Japanese encephalitis,V,Flavivirus,Y,,HVH,M,Temperature,Daily mean,5,distributed lag nonlinear model,622,,Percent change,Non-linear,,13,1,17.3,95% Confidence,,<0.05,,increase,Abstract,10.4269/ajtmh.20-0040,190,X704,Asia,China,Dazhou,31.21592,107.50092,2005-2012,2020,1,,"Trend refers to 5 degrees increase from 20 degree threshold, Graphic illustrations available",American Journal of Tropical Medicine and Hygiene,2.106
Cases,Disease occurrence,Scrub typhus,B,Rickettsia,Y,,HVH,T,Precipitation,Monthly mean,1,Spearman rank correlation,2376,,Correlation coefficient,Linear,,0.16,,,,,>0.05,,increase,Results,https://doi.org/10.1016/j.heliyon.2021.e06095,191,X707,Asia,Thailand,,,,2009-2014,2021,1,,"N-value is number of endemic provinces * number of months in study, Other lags are available",Heliyon,2.845
Cases,Disease occurrence,Scrub typhus,B,Rickettsia,Y,,HVH,T,Temperature,Monthly mean,1,Spearman rank correlation,2376,,Correlation coefficient,Linear,,-0.07,,,,,<0.05,,decrease,Results,https://doi.org/10.1016/j.heliyon.2021.e06095,191,X706,Asia,Thailand,,,,2009-2014,2021,1,,N-value is number of endemic provinces * number of months in study,Heliyon,2.845
Cases,Disease occurrence,Scrub typhus,B,Rickettsia,Y,,HVH,T,Humidity,Monthly minimum relative,1,Negative binomial distributed lag nonlinear model,2376,,Relative risk,Non-linear,,,,,95% CI,,,,,Abstract,https://doi.org/10.1016/j.heliyon.2021.e06095,191,X708,Asia,Thailand,,,,2009-2014,2021,1,,N-value is number of endemic provinces * number of months in study,Heliyon,2.845
Seroprevalence,Mean Sero-conversion rates in host,Japanese encephalitis,V,Flavivirus,Y,,HVH,M,Precipitation,Annual total,1,Linear regression,199,,Correlation coefficient,Linear,,-0.0061,,,,,>0.05,0.081,decrease,Abstract,10.3390/ijerph10051831,155,X592,Asia,Japan,West,,,1969-2000,2013,1,,Output was called inclination in paper,International Journal of Environmental Research and Public Health,3.531
Incidence,Cases,Crimean congo haemorrhagic fever,V,Orthonairovirus,Y,,HVH,T,Humidity,Monthly mean relative,1,Seasonal autoregressive integrated moving average models,190,,Beta coefficient,Linear,,0.06,0,0.12,Std. error,0.06,>0.05,0.35,increase,Discussion,https://doi.org/10.1186/s12889-020-09989-4,154,X589,Asia,Iran,Zahedan district,29.4963,60.8629,2010-2017,2020,1,,Non-linear options also available,BMC Public Health,3.389
Incidence,Cases,Crimean congo haemorrhagic fever,V,Orthonairovirus,Y,,HVH,T,Precipitation,Monthly total,1,Seasonal autoregressive integrated moving average models,190,,Beta coefficient,Linear,,0.02,-0.02,0.06,Std. error,0.04,>0.05,0.56,increase,Discussion,https://doi.org/10.1186/s12889-020-09989-4,154,X588,Asia,Iran,Zahedan district,29.4963,60.8629,2010-2017,2020,1,,Non-linear options also available,BMC Public Health,3.389
Incidence,Cases,Crimean congo haemorrhagic fever,V,Orthonairovirus,Y,,HVH,T,Temperature,Monthly mean,1,Seasonal autoregressive integrated moving average models,190,,Beta coefficient,Linear,,-0.24,-0.42,-0.06,Std. error,0.18,>0.05,0.18,decrease,Discussion,https://doi.org/10.1186/s12889-020-09989-4,154,X586,Asia,Iran,Zahedan district,29.4963,60.8629,2010-2017,2020,1,,Non-linear options also available,BMC Public Health,3.389
Seroprevalence,Risk of infection,Hantavirus pulmonary syndrome,V,Hantavirus,Y,,HH,,Precipitation,Annual mean,1,zero-truncated poisson model,1804,,Effect sizes,Linear,,0.12,0,0.212,95% Credible,,<0.05,,increase,Results,10.3390/v11111008,195,X716,South America,Brazil,,,,1993-2016,2019,1,,N-value is number of cases as worldclim data used,MDPI Viruses,4.975
Cases,Cases,Hantavirus pulmonary syndrome,V,Hantavirus,Y,,HH,,Precipitation,Annual mean,1,zero-truncated poisson model,1804,,Effect sizes,Linear,,0.04,-0.09,0.163,95% Credible,,>0.05,,increase,Results,10.3390/v11111008,195,X718,South America,Brazil,,,,1993-2016,2019,1,,N-value is number of cases as worldclim data used,MDPI Viruses,4.975
Seroprevalence,Risk of infection,Hantavirus pulmonary syndrome,V,Hantavirus,Y,,HH,,Temperature,Annual mean,1,zero-truncated poisson model,1804,,Effect sizes,Linear,,-0.212,-0.63,0.2,95% Credible,,>0.05,,decrease,Results,10.3390/v11111008,195,X715,South America,Brazil,,,,1993-2016,2019,1,,N-value is number of cases as worldclim data used,MDPI Viruses,4.975
Cases,Cases,Hantavirus pulmonary syndrome,V,Hantavirus,Y,,HH,,Temperature,Annual mean,1,zero-truncated poisson model,1804,,Effect sizes,Linear,,-0.557,-0.95,-0.21,95% Credible,,<0.05,,decrease,Results,10.3390/v11111008,195,X717,South America,Brazil,,,,1993-2016,2019,1,,N-value is number of cases as worldclim data used,MDPI Viruses,4.975
Incidence,Cases,Crimean congo haemorrhagic fever,V,Orthonairovirus,Y,,HVH,T,Temperature,Monthly maximum,1,Seasonal autoregressive integrated moving average models,190,,Beta coefficient,Linear,,-0.26,-0.37,-0.15,Std. error,0.11,<0.05,0.02,decrease,Discussion,https://doi.org/10.1186/s12889-020-09989-4,154,X587,Asia,Iran,Zahedan district,29.4963,60.8629,2010-2017,2020,1,5,"Included as it represents a significant response, Non-linear options also available",BMC Public Health,3.389
Cases,Hospitalisation rates,Leptospirosis,B,Leptospira,Y,,HH,,Precipitation,Daily total,1,Negative binomial regression,1977,,,Non-linear,,,,,95% CI,,,,,Abstract,10.1007/s00484-011-0419-4,197,X720,South America,Brazil,Sao paulo,-23.533773,-46.62529,1998-2005,2011,1,,Table says an increase in hospital rates of 15% for every 20mm increase in precip.,International Journal of Biometeorology,3.413
Seroprevalence,disease prevalence,Human echinococcosis,P,Echinocococcus,Y,,HH,,Precipitation,Summer minimum,1,Structured additive regression model,344,,,Non-linear,,,,,95% CI,,,,,Discussion,https://doi.org/10.1186/s13071-022-05169-y,198,X721,Asia,China,West,,,2012-2016,2022,1,,"RMSE available, N-value represents county level as opposed to numbe of cases due to lack of reporting",BMC Parasites & Vectors,3.819
Seroprevalence,disease prevalence,Human echinococcosis,P,Echinocococcus,Y,,HH,,Humidity,Winter mean relative,1,Structured additive regression model,344,,,Non-linear,,,,,95% CI,,,,,Discussion,https://doi.org/10.1186/s13071-022-05169-y,198,X722,Asia,China,West,,,2012-2016,2022,1,,"RMSE available, N-value represents county level as opposed to numbe of cases due to lack of reporting",BMC Parasites & Vectors,3.819
Cases,Risk of infection,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Temperature,Monthly mean,1,Multivariate meta-analysis,88830,,,Non-linear,,,,,95% CI,,,,,Discussion,10.3390/ijerph16183434,199,X723,Asia,China,North East,,,2002-2013,2019,1,,Environmental factors standardised to a percentile scale (0-100),BMC Parasites & Vectors,3.819
Cases,Risk of infection,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Precipitation,Monthly total,1,Multivariate meta-analysis,88830,,,Non-linear,,,,,95% CI,,,,,Discussion,10.3390/ijerph16183434,199,X724,Asia,China,North East,,,2002-2013,2019,1,,Environmental factors standardised to a percentile scale (0-100),BMC Parasites & Vectors,3.819
Cases,Risk of infection,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Humidity,Monthly mean relative,1,Multivariate meta-analysis,88830,,,Non-linear,,,,,95% CI,,,,,Discussion,10.3390/ijerph16183434,199,X725,Asia,China,North East,,,2002-2013,2019,1,,Environmental factors standardised to a percentile scale (0-100),BMC Parasites & Vectors,3.819
Incidence,Incidence,West Nile Virus,V,Flavivirus,Y,,HVH,M,Temperature,May-July mean,1,Spearman rank correlation,187,,Correlation coefficient,Linear,,0.69,,,,,<0.05,0.014,increase,Abstract,10.3390/ijerph110201211,164,X615,Europe,Russia,Rostov,47.233334,39.700001,1999-2013,2014,1,,,International Journal of Environmental Research and Public Health,3.531
Abundance,Annual number spillover events,Nipah virus,V,Henipavirus,Y,,HH,,Temperature,Winter mean,1,Pearson correlation,183,,Correlation coefficient,Linear,0.53,-0.632,,,,,<0.01,,decrease,Discussion,https://doi.org/10.3390/v13020169,153,X585,Asia,Bangladesh,,,,2001-2018,2021,1,,,MDPI Viruses,4.975
Cases,High vs Low periods of plague,Plague,B,Yersinia,Y,,HVH,F,Precipitation,Monthly anomaly,,One-way ANOVA,29,,F-statistic,Linear,,6.01,,,,,<0.05,0.021,increase,Abstract,10.1371/journal.pntd.0003155,201,X728,Africa,Madagascar,,,,1960-2008,2014,1,,"N-value = number of outbreak anomalies, Positive plague anomaly = 0.137, Negative plague anomalies = -0.12, Anomaly - mean of a calender month across time-series subtracted from the mean value of each particular month.",PLOS neglected tropical diseases,4.548
Abundance,Disease emergence events,Lassa fever,V,Arenaviridae,Y,,HH,,Precipitation,Annual total,1,Logistic regression,75,,Odds ratio,Linear,,1.001,1,1.002,95% Credible,,>0.05,,increase,Results,https://doi.org/10.1371/journal.pntd.0009108,202,X730,Africa,West Africa,,,,2008-2017,2021,1,,"n-value is thee number of emergence outbreaks used. Countries included in study are Benin, Ghana, Liberia, Mali, Nigeria, Sierra Leone, Togo, Burkina Faso, Cote d'ivoire, Guinea",PLOS neglected tropical diseases,4.548
Abundance,Disease emergence events,Lassa fever,V,Arenaviridae,Y,,HH,,Temperature,Annual mean,1,Logistic regression,75,,Odds ratio,Linear,,0.887,0.414,1.89,95% Credible,,>0.05,,decrease,Results,https://doi.org/10.1371/journal.pntd.0009108,202,X729,Africa,West Africa,,,,2008-2017,2021,1,,"n-value is thee number of emergence outbreaks used. Countries included in study are Benin, Ghana, Liberia, Mali, Nigeria, Sierra Leone, Togo, Burkina Faso, Cote d'ivoire, Guinea",PLOS neglected tropical diseases,4.548
Seroprevalence,Mean Sero-conversion rates in host,Japanese encephalitis,V,Flavivirus,Y,,HVH,M,Precipitation,Annual total,1,Linear regression,167,,Correlation coefficient,Linear,,0.007,,,,,>0.05,0.054,increase,Abstract,10.3390/ijerph10051831,155,X590,Asia,Japan,North,,,1969-2000,2013,1,,,International Journal of Environmental Research and Public Health,3.531
Abundance,Abundance of host,Junin virus,V,Arenaviridae,Y,,HH,,Precipitation,Spring total,1,Stepwise linear regression,155,,Beta coefficient,Linear,0.84,0.00378,0.00252,0.00504,Std. error,0.00126,<0.05,0.0169,increase,Abstract,http://dx.doi.org/10.1080/01650521.2012.736730,230,X822,South America,Argentina,Cordoba,-33.026111,-64.189167,1984-1995,2012,1,,"Can't access, A. dolores = dolorous grass mouse",Studies on Neotropical Fauna and Environment ,0.84
Incidence,Incidence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Temperature,Weekly mean,1,distributed lag nonlinear model,1196,,Relative risk,Non-linear,,,,,95% CI,,,,,Abstract,https://doi.org/10.1186/s12889-022-13423-2,204,X733,Asia,China,Taizhou city,32.49069,119.90812,2008-2020,2022,1,3,,BMC Public Health,3.389
Incidence,Incidence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Precipitation,Weekly total,1,distributed lag nonlinear model,1196,,Relative risk,Non-linear,,,,,95% CI,,,,,Abstract,https://doi.org/10.1186/s12889-022-13423-2,204,X734,Asia,China,Taizhou city,32.49069,119.90812,2008-2020,2022,1,3,,BMC Public Health,3.389
Incidence,Incidence,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Humidity,Weekly mean relative,1,distributed lag nonlinear model,1196,,Relative risk,Non-linear,,,,,95% CI,,,,,Abstract,https://doi.org/10.1186/s12889-022-13423-2,204,X735,Asia,China,Taizhou city,32.49069,119.90812,2008-2021,2022,1,2,,BMC Public Health,3.389
Seroprevalence,Abundance of disease in coyotes,Plague,B,Yersinia,Y,,HVH,F,Temperature,May maximum,1.8,Stepwise linear regression,28,,Beta coefficient,Linear,0.243,-0.34,-0.58,-0.1,95% Confidence,,<0.01,0.007,decrease,Discussion,10.1089/vbz.2010.0196,205,X736,North America,USA,Arizona,34.048927,-111.093735,1974-1998,2011,1,12,"N-value is number of years of study. Fahrenheit. Picked as was a statistically significant model across the 25 year period. Long, Lat = central coords",Mary Ann Liebert: vector-borne and zoonotic diseases,2.2
Incidence,Incidence,Japanese encephalitis,V,Flavivirus,Y,,HVH,M,Temperature,Monthly mean,1,Zero-inflated generalised additive models,1531,,,Non-linear,,,,,,,<0.001,,increase,Abstract,https://doi.org/10.1371/journal.pone.0247980,206,X737,Asia,China,Chongqing,29.439325,106.887703,2007-2019,2021,1,,P-values above tables,PLOS One,3.272
Incidence,Incidence,Japanese encephalitis,V,Flavivirus,Y,,HVH,M,Humidity,Monthly mean relative,1,Zero-inflated generalised additive models,144,,,Non-linear,,,,,,,<0.01,,increase,Abstract,https://doi.org/10.1371/journal.pone.0247980,206,X738,Asia,China,Chongqing,29.439325,106.887703,2007-2019,2021,1,,"N-value is number of months of study, ]-values above tables",PLOS One,3.272
Cases,Disease risk,Hantavirus pulmonary syndrome,V,Hantavirus,Y,,HH,,Temperature,Annual mean,1,Bayesian model,150,,Beta coefficient,Linear,0.23,0.352,-0.015,0.73,95% Credible,,>0.05,,increase,Abstract,10.1371/journal.pone.0163459,188,X699,South America,Brazil,Atlantic region,,,1993-2012,2016,1,,,PLOS One,3.272
Incidence,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Precipitation,Monthly total,1,Logistic regression,288,,Odds ratio,Linear,,0.821,0.774,0.871,95% Credible,,<0.0001,,decrease,Discussion,10.1017/S0950268812001434,207,X741,Asia,China,Junan county,35.174846,118.835163,1977-2001,2012,1,,"<10mm (10-120 OR =1), N-value - number of months in study",Epidemiology and Infection,2.306
Incidence,Cases,Haemorrhagic fever with renal syndrome,V,Hantavirus,Y,,HH,,Temperature,Monthly mean,1,Logistic regression,288,,Odds ratio,Linear,,0.802,0.672,0.958,95% Credible,,<0.05,0.0147,decrease,Discussion,10.1017/S0950268812001434,207,X740,Asia,China,Junan county,35.174846,118.835163,1977-2001,2012,1,2,">25 (10-25 degrees OR = 1), N-value - number of months in study",Epidemiology and Infection,2.306
Cases,Disease risk,Hantavirus pulmonary syndrome,V,Hantavirus,Y,,HH,,Precipitation,Annual total,1,Bayesian model,150,,Beta coefficient,Linear,0.23,0.058,-0.236,0.334,95% Credible,,>0.05,,increase,Discussion,10.1371/journal.pone.0163459,188,X700,South America,Brazil,Atlantic region,,,1993-2012,2016,1,,,PLOS One,3.272
Cases,Cases,Giardiasis,P,Giardia,Y,,HH,,Precipitation,Weekly mean,1,distributed lag nonlinear model,612,,Relative risk,Non-linear,,1.13,1.01,1.21,95% Confidence,,<0.05,,increase,Abstract,10.2166/wh.2017.100,208,X744,North America,Canada,Greater vancouver,49.246292,-123.116226,1997-2009,2017,1,4,"N-value is number of weeks in study, 3-week moving average",Journal of Water and Health,1.797
Cases,Cases,Giardiasis,P,Giardia,Y,,HH,,Temperature,90th percentile of Weekly total,1,distributed lag nonlinear model,612,,Relative risk,Non-linear,,1.03,0.86,1.34,95% Confidence,,>0.05,0.54,increase,Results,10.2166/wh.2017.100,208,X743,North America,Canada,Greater vancouver,49.246292,-123.116226,1997-2009,2017,1,,"N-value is number of weeks in study, Selected from figure 2(a)",Journal of Water and Health,1.797
Cases,Cases,Scrub typhus,B,Rickettsia,Y,,HVH,T,Humidity,Monthly total,10,distributed lag nonlinear model,108,,Percent change,Non-linear,,8.5,2.7,14.5,95% Confidence,,<0.05,,increase,Discussion,https://doi.org/10.1371/journal.pntd.0005447,209,X747,Asia,China,Guangzhou,23.128994,113.25325,2010-2014,2017,1,4,N-value is number of months of study,PLOS neglected tropical diseases,4.548
Cases,Cases,Scrub typhus,B,Rickettsia,Y,,HVH,T,Temperature,Monthly mean,1,distributed lag nonlinear model,108,,Percent change,Non-linear,,3.8,0.4,7.5,95% Confidence,,<0.05,,increase,Discussion,https://doi.org/10.1371/journal.pntd.0005447,209,X745,Asia,China,Guangzhou,23.128994,113.25325,2010-2014,2017,1,,Convert Percentage to beta slope: https://data.library.virginia.edu/interpreting-log-transformations-in-a-linear-model/,PLOS neglected tropical diseases,4.548
Cases,Cases,Scrub typhus,B,Rickettsia,Y,,HVH,T,Precipitation,Monthly mean,10,distributed lag nonlinear model,108,,Percent change,Non-linear,,0.9,0.6,1.2,95% Confidence,,<0.05,,increase,Discussion,https://doi.org/10.1371/journal.pntd.0005447,209,X746,Asia,China,Guangzhou,23.128994,113.25325,2010-2014,2017,1,4,,PLOS neglected tropical diseases,4.548
Cases,Presence of disease,Andes virus,V,Hantavirus,Y,,HH,,Precipitation,Annual total,1,Univariate binomial generalised linear model,149,,Beta coefficient,Linear,,0.00386,,,,,<0.001,,increase,Discussion,10.3390/v6010201,233,X828,South America,Argentina,"Neuquén, Río Negro and Chubu",-41.478218,-68.925354,1995-2009,2014,1,,"Long, Lats central point of 3 provinces",MDPI Viruses,4.975
Cases,Presence of disease,Andes virus,V,Hantavirus,Y,,HH,,Temperature,Annual mean,1,Univariate binomial generalised linear model,149,,Beta coefficient,Linear,,-0.0217,,,,,<0.001,,decrease,Discussion,10.3390/v6010201,233,X827,South America,Argentina,"Neuquén, Río Negro and Chubu",-41.478218,-68.925354,1995-2009,2014,1,,"Long, Lats central point of 3 provinces",MDPI Viruses,4.975
Cases,Cases,Japanese encephalitis,V,Flavivirus,Y,,HVH,M,Temperature,Monthly minimum,1,Multivariable poisson regression,133,,Risk ratio,Linear,,2.016,1.7797,2.2523,Std. error,0.2363,<0.01,0.003,increase,Abstract,10.1371/journal.pntd.0002334,157,X595,Asia,Malaysia,Sarawak,1.55311,110.345032,1997-2006,2013,1,6,Mean temperature available in supplementary,PLOS neglected tropical diseases,4.548
Incidence,Incidence,Lassa fever,V,Arenaviridae,Y,,HH,,Precipitation,Annual total,1,Zero-inflated poisson likelihood,3096,,Relative risk,Non-linear,,,,,95% CI,,,,,Discussion,https://doi.org/10.1038/s41467-021-25910-y,211,X751,Africa,Nigeria,,,,2016-2019,2021,1,,,Nature communications,14.123
